seq_id,lemma_id,principal_part,obs_index,date,n1,n2,n3,n4,n_total,avg_form_freq,avg_lemma_freq,prop_bipartite,variety,corpus,variety_code,corpus_code,time_interval_to_next
5,2,1,39,1520.0,2,0,0,0,2,1.1699561361722235,3.696604078459469,0.0,Central German,ENHG,1,1,5.0
5,2,1,40,1525.0,1,0,0,0,1,0.1562482136256064,3.696604078459469,0.0,Central German,ENHG,1,1,0.0
6,2,2,1,1100.0,0,2,0,0,2,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,60.0
6,2,2,2,1160.0,0,2,0,0,2,0.0312103086292432,0.28224974760359106,0.0,Central German,MHG,1,2,7.0
6,2,2,3,1167.0,0,3,0,0,3,0.039933686817540996,0.3619878860062539,0.0,Central German,MHG,1,2,13.0
6,2,2,4,1180.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,5.0
6,2,2,5,1185.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,10.0
6,2,2,6,1195.0,0,2,0,0,2,0.0312103086292432,0.28224974760359106,0.0,Central German,MHG,1,2,5.0
6,2,2,7,1200.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,10.0
6,2,2,8,1210.0,0,2,0,0,2,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,8.0
6,2,2,9,1218.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,2.0
6,2,2,10,1220.0,0,1,0,0,1,0.002326234183546,0.0003877056972576,0.0,Central German,MHG,1,2,43.0
6,2,2,11,1263.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,12.0
6,2,2,12,1275.0,0,2,0,0,2,0.0021323813349172,0.5214641628115797,0.0,Central German,MHG,1,2,13.0
6,2,2,13,1288.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,7.0
6,2,2,14,1295.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,3.0
6,2,2,15,1298.0,0,1,0,0,1,0.0003877056972576,0.5214641628115797,0.0,Central German,MHG,1,2,2.0
6,2,2,16,1300.0,0,1,0,0,1,0.0019385284862884,0.5214641628115797,0.0,Central German,MHG,1,2,1.0
6,2,2,17,1301.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,7.0
6,2,2,18,1308.0,0,1,0,0,1,0.0573804431941366,0.5214641628115797,0.0,Central German,MHG,1,2,117.0
6,2,2,19,1425.0,0,1,0,0,1,0.0838405048722766,3.696604078459469,0.0,Central German,ENHG,1,1,15.0
6,2,2,20,1440.0,0,2,0,0,2,0.1219498252687659,3.696604078459469,0.0,Central German,ENHG,1,1,10.0
6,2,2,21,1450.0,0,1,0,0,1,0.1219498252687659,3.696604078459469,0.0,Central German,ENHG,1,1,0.0
7,2,3,1,1160.0,0,2,0,0,2,0.001163117091773,0.0430353323956024,0.0,Central German,MHG,1,2,5.0
7,2,3,2,1165.0,0,1,0,0,1,0.0003877056972576,0.5214641628115797,0.0,Central German,MHG,1,2,2.0
7,2,3,3,1167.0,0,1,0,0,1,0.0027139398808037,0.5214641628115797,0.0,Central German,MHG,1,2,13.0
7,2,3,4,1180.0,0,1,0,0,1,0.0124065823122457,0.5214641628115797,0.0,Central German,MHG,1,2,30.0
7,2,3,5,1210.0,0,4,0,0,4,0.009886495280070776,0.5214641628115797,0.0,Central German,MHG,1,2,8.0
7,2,3,6,1218.0,0,1,0,0,1,0.0027139398808037,0.5214641628115797,0.0,Central German,MHG,1,2,7.0
7,2,3,7,1225.0,0,1,0,0,1,0.0003877056972576,0.5214641628115797,0.0,Central German,MHG,1,2,8.0
7,2,3,8,1233.0,0,8,0,0,8,0.004410152306306063,0.39831914072010904,0.0,Central German,MHG,1,2,30.0
7,2,3,9,1263.0,0,1,0,0,1,0.0042647626698344,0.5214641628115797,0.0,Central German,MHG,1,2,12.0
7,2,3,10,1275.0,0,1,0,0,1,0.0124065823122457,0.5214641628115797,0.0,Central German,MHG,1,2,5.0
7,2,3,11,1280.0,0,1,0,0,1,0.0003877056972576,0.5214641628115797,0.0,Central German,MHG,1,2,15.0
7,2,3,12,1295.0,0,2,0,0,2,0.013375846555389901,0.5214641628115797,0.0,Central German,MHG,1,2,0.0
8,2,4,1,1160.0,0,1,0,0,1,0.0007754113945153,0.5214641628115797,0.0,Central German,MHG,1,2,50.0
8,2,4,2,1210.0,0,1,0,0,1,0.0007754113945153,0.5214641628115797,0.0,Central German,MHG,1,2,23.0
8,2,4,3,1233.0,0,3,0,0,3,0.0031016455780613996,0.1836432652677211,0.0,Central German,MHG,1,2,55.0
8,2,4,4,1288.0,0,1,0,0,1,0.0093049367341843,0.5214641628115797,0.0,Central German,MHG,1,2,13.0
8,2,4,5,1301.0,0,1,0,0,1,0.0093049367341843,0.0003877056972576,0.0,Central German,MHG,1,2,77.0
8,2,4,6,1378.0,0,0,1,0,1,0.0838405048722766,3.696604078459469,0.0,Central German,ENHG,1,1,47.0
8,2,4,7,1425.0,0,2,0,0,2,0.03048745631719145,3.696604078459469,0.0,Central German,ENHG,1,1,5.0
8,2,4,8,1430.0,0,3,0,0,3,0.3429838835684043,3.696604078459469,0.0,Central German,ENHG,1,1,10.0
8,2,4,9,1440.0,0,1,0,0,1,0.0495421165154361,3.696604078459469,0.0,Central German,ENHG,1,1,35.0
8,2,4,10,1475.0,0,2,0,0,2,0.3429838835684043,3.696604078459469,0.0,Central German,ENHG,1,1,21.0
8,2,4,11,1496.0,0,2,0,0,2,0.0495421165154361,3.696604078459469,0.0,Central German,ENHG,1,1,2.0
8,2,4,12,1498.0,0,2,0,0,2,0.3429838835684043,3.696604078459469,0.0,Central German,ENHG,1,1,2.0
8,2,4,13,1500.0,0,2,0,0,2,0.3429838835684043,3.696604078459469,0.0,Central German,ENHG,1,1,20.0
8,2,4,14,1520.0,0,2,0,0,2,0.3429838835684043,3.696604078459469,0.0,Central German,ENHG,1,1,0.0
9,3,1,1,1100.0,5,1,0,0,6,0.01647749213345135,2.7339713418287404,0.45454545454545453,Central German,MHG,1,2,50.0
9,3,1,2,1150.0,3,1,0,0,4,0.0017446756376595,3.280377904497231,0.42857142857142855,Central German,MHG,1,2,10.0
9,3,1,3,1160.0,2,3,0,0,5,0.01450019307743718,3.280377904497231,0.7272727272727273,Central German,MHG,1,2,4.0
9,3,1,4,1164.0,1,0,0,0,1,0.002326234183546,0.0015508227890307,0.0,Central German,MHG,1,2,1.0
9,3,1,5,1165.0,2,0,0,0,2,0.02520087032174915,0.0040709098212056,0.5714285714285714,Central German,MHG,1,2,2.0
9,3,1,6,1167.0,7,2,0,0,9,0.015034365371436665,3.280377904497231,0.5652173913043478,Central German,MHG,1,2,5.0
9,3,1,7,1172.0,1,0,0,0,1,0.0333426899641604,3.280377904497231,0.6,Central German,MHG,1,2,3.0
9,3,1,8,1175.0,1,0,0,0,1,0.002326234183546,3.280377904497231,0.0,Central German,MHG,1,2,5.0
9,3,1,9,1180.0,1,0,0,0,1,0.0333426899641604,3.280377904497231,0.5555555555555556,Central German,MHG,1,2,5.0
9,3,1,10,1185.0,3,0,0,0,3,0.007495643480315101,3.280377904497231,0.42857142857142855,Central German,MHG,1,2,10.0
9,3,1,11,1195.0,1,0,0,0,1,0.0116311709177304,3.280377904497231,0.6923076923076923,Central German,MHG,1,2,5.0
9,3,1,12,1200.0,2,1,0,0,3,0.07909196224056671,3.280377904497231,0.42857142857142855,Central German,MHG,1,2,10.0
9,3,1,13,1210.0,7,2,0,0,9,0.009821877663861178,3.280377904497231,0.5416666666666666,Central German,MHG,1,2,15.0
9,3,1,14,1225.0,4,0,0,0,4,0.0018416020619738999,0.8299809714043785,0.3333333333333333,Central German,MHG,1,2,8.0
9,3,1,15,1233.0,17,12,0,0,29,0.04141766379669972,3.2803779044972314,0.2549019607843137,Central German,MHG,1,2,27.0
9,3,1,16,1260.0,4,1,0,0,5,0.01419002851963104,2.627326428036395,0.3333333333333333,Central German,MHG,1,2,3.0
9,3,1,17,1263.0,2,1,0,0,3,0.004264762669834399,2.204753065072007,0.5,Central German,MHG,1,2,12.0
9,3,1,18,1275.0,2,0,0,0,2,0.03566892414770655,3.280377904497231,0.7142857142857143,Central German,MHG,1,2,5.0
9,3,1,19,1280.0,9,0,0,0,9,0.004867860421124144,2.916580725237108,0.47058823529411764,Central German,MHG,1,2,8.0
9,3,1,20,1288.0,2,0,0,0,2,0.009692642431441951,3.280377904497231,0.7142857142857143,Central German,MHG,1,2,7.0
9,3,1,21,1295.0,1,1,0,0,2,0.0032954984266902,1.6669406453593953,0.625,Central German,MHG,1,2,3.0
