form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation
riten,rîten,rîten,|r=r|i=î|t=t|e=e|n=n|,1238.0,M336,994,0.3853794630741339,231,0.0895600160665241,MHG,162,Upper German,1,rîten,rîten,rîten,rit,rit,no,no
geſaz,gesaz,ge-sitzen,|g=g|e=e|=-|s=s|a=a|z=z|,1238.0,M336,144,0.0558296204051059,77,0.0298533386888413,MHG,57,Upper German,2,sitzen,gesaz,sitzen,saz,siʦ,yes,yes
hielt,hielt,halten,|h=h|ie=iè|l=l|t=t|,1238.0,M336,834,0.3233465515129051,38,0.0147328164957918,MHG,24,Upper German,2,halten,hielt,behalten,hiel,halt,yes,no
begvnde,begunde,be-ginnen,|b=b|e=e|=-|g=g|v=u|n=n|d=d|e=e|,1238.0,M336,1927,0.7471088786155495,81,0.031404161477872,MHG,40,Upper German,2,ginnen,begunde,beginet,gu,gin,yes,no
rief,rief,ruofen,|r=r|ie=iè|f=f|,1238.0,M336,442,0.1713659181878946,166,0.0643591457447748,MHG,51,Upper German,2,ruofen,rief,ruofen,rief,ruof,yes,no
víndet,vindet,vinden,|v=v|i=i|n=n|d=d|e=e|t=t|,1238.0,M336,1993,0.7726974546345564,60,0.0232623418354608,MHG,38,Upper German,1,vinden,vindet,vindet,vind,vind,no,no
neme,neme,nëmen,|n=n|e=ë|m=m|e=e|,1238.0,M336,4030,1.5624539599484506,215,0.0833567249104012,MHG,47,Upper German,1,nëmen,neme,nemen,nem,nem,no,no
gezeme,gezeme,ge-zëmen,|g=g|e=e|=-|z=z|e=ë|m=m|e=e|,1238.0,M336,367,0.1422879908935685,67,0.0259762817162645,MHG,122,Upper German,1,zëmen,gezeme,gezimet,zem,zim,yes,no
werben,werben,wërben,|w=w|e=ë|r=r|b=b|e=e|n=n|,1238.0,M336,266,0.1031297154705429,26,0.0100803481286996,MHG,100,Upper German,1,wërben,werben,werben,werb,werb,no,no
ſterben,sterben,stërben,|s=s|t=t|e=ë|r=r|b=b|e=e|n=n|,1238.0,M336,743,0.2880653330624563,109,0.0422599210010871,MHG,10,Upper German,1,stërben,sterben,sterben,sterb,sterb,no,no
ſlvͦgen,sluogen,slahen,|s=s|l=l|v\o=uo|g=g|e=e|n=n|,1238.0,M336,1246,0.4830812987830694,9,0.0034893512753191,MHG,7,Upper German,3,slahen,sluogen,slahen,sluog,slah,yes,yes
enbietent,entbietent,ent-bièten,|e=e|n=n|=t|=-|b=b|ie=iè|t=t|e=e|n=n|t=t|,1238.0,M336,205,0.0794796679378244,3,0.001163117091773,MHG,18,Upper German,1,bièten,entbietent,gebiutet,biet,biut,yes,no
beſtan,bestân,be-stân,|b=b|e=e|=-|s=s|t=t|a=â|n=n|,1238.0,M336,490,0.1899757916562632,121,0.0469123893681792,MHG,9,Upper German,1,stân,bestân,stêt,sta,ste,yes,no
vollevar,vollevar,voll-var(e)n,|v=v|o=o|ll=ll|e=e|=-|v=v|a=a|r=r|=e|,1238.0,M336,17,0.0065909968533805,1,0.0003877056972576,MHG,89,Upper German,1,varen,volevar,varn,volevar,var,yes,yes
hiezen,hiezen,hèizen,|h=h|ie=iè|z=z|e=e|n=n|,1238.0,M336,4528,1.7555313971827753,67,0.0259762817162645,MHG,235,Upper German,3,hèizen,hiezen,heizet,hiez,heiz,yes,no
braht,brâht,bringen,|b=b|r=r|a=â|h=h|t=t|,1238.0,M336,2041,0.791307328102925,293,0.1135977692965002,MHG,73,Upper German,4,bringen,brâht,bringen,brah,bring,yes,yes
taten,tâten,tuon,|t=t|a=â|t=t|e=e|n=n|,1238.0,M336,8576,3.3249640596818644,250,0.09692642431442,MHG,14,Upper German,3,tuon,tâten,tuon,tat,tuo,yes,yes
ſiht,sihet,sëhen,|s=s|i=i|h=h|=e|t=t|,1238.0,M336,4169,1.6163450518672682,97,0.0376074526339949,MHG,22,Upper German,1,sëhen,sihet,sehen,sih,seh,yes,no
raten,râten,râten,|r=r|a=â|t=t|e=e|n=n|,1238.0,M336,629,0.2438668835750807,53,0.020548401954657,MHG,48,Upper German,1,râten,râten,râten,rat,rat,no,no
rat,râte,râten,|r=r|a=â|t=t|=e|,1238.0,M336,629,0.2438668835750807,45,0.0174467563765956,MHG,48,Upper German,1,râten,râte,râten,rat,rat,no,no
wirret,wirret,wërren,|w=w|i=i|rr=rr|e=e|t=t|,1238.0,M336,102,0.0395459811202833,31,0.012018876614988,MHG,323,Upper German,1,wërren,wiret,geweren,wir,wer,yes,no
gelaſ,gelas,ge-lësen/ûz>+,|g=g|e=e|=-|l=l|a=a|s=s|,1238.0,M336,5,0.0019385284862884,9,0.0034893512753191,MHG,144,Upper German,2,lësen,gelas,lesen,las,les,yes,no
irchorn,erkoren,er-kièsen,|i=e|r=r|=-|ch=k|o=o|r=r|=e|n=n|,1238.0,M336,236,0.0914985445528124,13,0.0050401740643498,MHG,329,Upper German,4,kièsen,erkoren,kiesen,kor,kies,yes,yes
bevolhen,bevolhen,be-vëlhen,|b=b|e=e|=-|v=v|o=o|l=l|h=h|e=e|n=n|,1238.0,M336,441,0.1709782124906369,20,0.0077541139451536,MHG,271,Upper German,4,vëlhen,bevolhen,bevilhe,volh,vilh,yes,no
vuͦren,vuoren,var(e)n,|v=v|u\o=uo|r=r|e=e|n=n|,1238.0,M336,2188,0.848300065599804,18,0.0069787025506382,MHG,89,Upper German,3,varen,vuoren,varn,vuor,var,yes,no
genamen,genâmen,ge-nëmen,|g=g|e=e|=-|n=n|a=â|m=m|e=e|n=n|,1238.0,M336,161,0.0624206172584864,16,0.0062032911561228,MHG,47,Upper German,3,nëmen,genâmen,nemen,nam,nem,yes,no
viengen,viengen,vâhen,|v=v|ie=iè|n=n|g=g|e=e|n=n|,1238.0,M336,847,0.328386725577255,31,0.012018876614988,MHG,19,Upper German,3,vâhen,viengen,entvâhen,vieng,vah,yes,yes
dranc,dranc,dringen,|d=d|r=r|a=a|n=n|c=g|,1238.0,M336,155,0.0600943830749404,42,0.0162836392848225,MHG,30,Upper German,2,dringen,dranc,dringen,dranc,dring,yes,yes
gebrochen,gebrochen,brëchen/abe<+,|g=g|e=e|=-|b=b|r=r|o=o|ch=ch|e=e|n=n|,1238.0,M336,6,0.002326234183546,40,0.0155082278903072,MHG,29,Upper German,4,brëchen,gebrochen,brechen,broχ,breχ,yes,no
vie,vie,vâhen,|v=v|ie=iè|,1238.0,M336,847,0.328386725577255,19,0.0073664082478959,MHG,19,Upper German,2,vâhen,vie,entvâhen,vi,vah,yes,no
geſtrichen,gestrichen,strîchen,|g=g|e=e|=-|s=s|t=t|r=r|i=i|ch=ch|e=e|n=n|,1238.0,M336,83,0.0321795728723874,11,0.0042647626698344,MHG,203,Upper German,4,strîchen,gestrichen,strîchen,striχ,striχ,no,no
vahen,vâhen,vâhen,|v=v|a=â|h=h|e=e|n=n|,1238.0,M336,847,0.328386725577255,36,0.0139574051012764,MHG,19,Upper German,1,vâhen,vâhen,entvâhen,vah,vah,no,no
ſtach,stach,stëchen,|s=s|t=t|a=a|ch=ch|,1238.0,M336,292,0.1132100635992425,110,0.0426476266983448,MHG,32,Upper German,2,stëchen,stach,stechen,staχ,steχ,yes,no
gevarn,gevarn,var(e)n,|g=g|e=e|=-|v=v|a=a|r=r|=e|n=n|,1238.0,M336,2188,0.848300065599804,36,0.0139574051012764,MHG,89,Upper German,4,varen,gevarn,varn,var,var,no,no
brach,brach,brëchen,|b=b|r=r|a=a|ch=ch|,1238.0,M336,668,0.2589874057681303,172,0.0666853799283209,MHG,29,Upper German,2,brëchen,brach,brechen,braχ,breχ,yes,no
viel,viel,vallen,|v=v|ie=iè|l=l|,1238.0,M336,860,0.3334268996416049,132,0.0511771520380137,MHG,31,Upper German,2,vallen,viel,gevelet,viel,vel,yes,no
zerhoͮwín,zerhouwen,zer-houwen,|z=z|e=e|r=r|=-|h=h|o\v=ou|w=w|i=e|n=n|,1238.0,M336,33,0.0127942880095034,1,0.0003877056972576,MHG,127,Upper German,4,houwen,zerhouwen,houwen,houw,houw,no,no
weic,weich,wîchen,|w=w|ei=èi|c=ch|,1238.0,M336,81,0.031404161477872,1,0.0003877056972576,MHG,15,Upper German,2,wîchen,weich,entwîchen,weiχ,wiχ,yes,no
wichen,wîchen,wîchen,|w=w|i=î|ch=ch|e=e|n=n|,1238.0,M336,81,0.031404161477872,14,0.0054278797616075,MHG,15,Upper German,1,wîchen,wîchen,entwîchen,wiχ,wiχ,no,no
gevangen,gevangen,vâhen,|g=g|e=e|=-|v=v|a=a|n=n|g=g|e=e|n=n|,1238.0,M336,847,0.328386725577255,92,0.0356689241477065,MHG,19,Upper German,4,vâhen,gevangen,entvâhen,vang,vah,no,yes
v͛war,verwar,ver-wërren,|v=v|'=er|=-|w=w|a=a|r=r|,1238.0,M336,7,0.0027139398808037,1,0.0003877056972576,MHG,323,Upper German,2,wërren,verwar,geweren,war,wer,yes,no
twanc,twanc,dwingen,|t=t|w=w|a=a|n=n|c=g|,1238.0,M336,317,0.1229027060306845,48,0.0186098734683686,MHG,65,Upper German,2,dwingen,twanc,twingen,twanc,twing,yes,yes
liefen,liefen,loufen,|l=l|ie=iè|f=f|e=e|n=n|,1238.0,M336,353,0.136860111131961,27,0.0104680538259573,MHG,5,Upper German,3,loufen,liefen,löufet,lief,löuf,yes,no
riefen,riefen,ruofen,|r=r|ie=iè|f=f|e=e|n=n|,1238.0,M336,442,0.1713659181878946,61,0.0236500475327184,MHG,51,Upper German,3,ruofen,riefen,ruofen,rief,ruof,yes,no
kvmet,kumet,komen,|k=k|v=u|m=m|e=e|t=t|,1238.0,M336,8461,3.280377904497231,116,0.0449738608818908,MHG,3,Upper German,1,komen,kumet,kumet,kum,kum,no,no
koment,koment,komen,|k=k|o=o|m=m|e=e|n=n|t=t|,1238.0,M336,8461,3.280377904497231,50,0.019385284862884,MHG,3,Upper German,1,komen,koment,kumet,kom,kum,yes,no
wirbeſt,wirbest,wërben,|w=w|i=i|r=r|b=b|e=e|s=s|t=t|,1238.0,M336,266,0.1031297154705429,1,0.0003877056972576,MHG,100,Upper German,1,wërben,wirbest,werben,wirb,werb,yes,no
verlorn,verloren,ver-lièsen,|v=v|e=e|r=r|=-|l=l|o=o|r=r|=e|n=n|,1238.0,M336,1149,0.4454738461490743,86,0.0333426899641604,MHG,214,Upper German,4,lièsen,verloren,verliesen,lor,lies,yes,yes
gewunnen,gewunnen,ge-winnen,|g=g|e=e|=-|w=w|u=u|nn=nn|e=e|n=n|,1238.0,M336,1883,0.7300498279362115,76,0.0294656329915836,MHG,120,Upper German,4,winnen,gewunen,gewinen,wun,win,yes,no
verlvrn,verluren,ver-lièsen,|v=v|e=e|r=r|=-|l=l|v=u|r=r|=e|n=n|,1238.0,M336,1149,0.4454738461490743,4,0.0015508227890307,MHG,214,Upper German,3,lièsen,verluren,verliesen,lur,lies,yes,yes
kvrn,kuren,kièsen,|k=k|v=u|r=r|=e|n=n|,1238.0,M336,347,0.1345338769484149,5,0.0019385284862884,MHG,329,Upper German,3,kièsen,kuren,kiesen,kur,kies,yes,yes
iahen,jâhen,jëhen,|i=j|a=â|h=h|e=e|n=n|,1238.0,M336,636,0.2465808234558845,68,0.0263639874135222,MHG,236,Upper German,3,jëhen,jâhen,jehen,jah,jeh,yes,no
ringen,ringen,ringen,|r=r|i=i|n=n|g=g|e=e|n=n|,1238.0,M336,87,0.0337303956614181,14,0.0054278797616075,MHG,243,Upper German,1,ringen,ringen,ringen,ring,ring,no,no
dvrreit,durhreit,durh-rîten,|d=d|v=u|r=r|=h|=-|r=r|ei=èi|t=t|,1238.0,M336,10,0.0038770569725768,1,0.0003877056972576,MHG,162,Upper German,2,rîten,durhreit,rîten,durhrei,rit,yes,yes
drvngen,drungen,dringen,|d=d|r=r|v=u|n=n|g=g|e=e|n=n|,1238.0,M336,155,0.0600943830749404,6,0.002326234183546,MHG,30,Upper German,3,dringen,drungen,dringen,drung,dring,yes,no
braken,brâchen,brëchen/abe<+,|b=b|r=r|a=â|k=ch|e=e|n=n|,1238.0,M336,6,0.002326234183546,2,0.0007754113945153,MHG,29,Upper German,3,brëchen,brâchen,brechen,braχ,breχ,yes,no
bant,bant,binten,|b=b|a=a|n=n|t=t|,1238.0,M336,466,0.1806708549220789,85,0.0329549842669028,MHG,229,Upper German,2,binten,bant,binden,ban,bi,yes,no
ritten,riten,rîten,|r=r|i=i|tt=t|e=e|n=n|,1238.0,M336,994,0.3853794630741339,8,0.0031016455780614,MHG,162,Upper German,3,rîten,riten,rîten,rit,rit,no,no
benam,benam,be-nëmen,|b=b|e=e|=-|n=n|a=a|m=m|,1238.0,M336,262,0.1015788926815121,29,0.0112434652204727,MHG,47,Upper German,2,nëmen,benam,nemen,nam,nem,yes,no
beriet,beriet,be-râten,|b=b|e=e|=-|r=r|ie=iè|t=t|,1238.0,M336,72,0.0279148102025529,14,0.0054278797616075,MHG,48,Upper German,2,râten,beriet,râten,ri,rat,yes,no
ſcreip,schreip,schrîben,|sc=sch|r=r|ei=èi|p=b|,1238.0,M336,1626,0.6304094637409878,13,0.0050401740643498,MHG,26,Upper German,2,schrîben,schreip,schrîben,ʃreip,ʃrib,yes,no
enbieten,entbieten,ent-bièten,|e=e|n=n|=t|=-|b=b|ie=iè|t=t|e=e|n=n|,1238.0,M336,205,0.0794796679378244,5,0.0019385284862884,MHG,18,Upper German,1,bièten,entbieten,gebiutet,biet,biut,yes,no
beliben,belîben,be-lîben,|b=b|e=e|=-|l=l|i=î|b=b|e=e|n=n|,1238.0,M336,1272,0.493161646911769,147,0.0569927374968789,MHG,239,Upper German,1,lîben,belîben,belîben,lib,lib,no,no
ſpriche,spriche,sprëchen,|s=s|p=p|r=r|i=i|ch=ch|e=e|,1238.0,M336,11533,4.471409806472824,33,0.0127942880095034,MHG,27,Upper German,1,sprëchen,spriche,sprechen,spriχ,spreχ,yes,no
treit,treit,tragen,|t=t|r=r|ei=èi{ge}|t=t|,1238.0,M336,1651,0.6401021061724298,123,0.0476878007626946,MHG,11,Upper German,1,tragen,treit,tragen,trei,trag,yes,no
gebvtte,gebüte,ge-bièten,|g=g|e=e|=-|b=b|v=ü|tt=t|e=e|,1238.0,M336,1098,0.4257008555889327,1,0.0003877056972576,MHG,18,Upper German,3,bièten,gebüte,gebiutet,büt,biut,yes,no
bete,bæte,biten,|b=b|e=æ|t=t|e=e|,1238.0,M336,2127,0.8246500180670855,64,0.0248131646244915,MHG,276,Upper German,3,biten,bæte,biten,bät,bit,yes,no
var,var,var(e)n,|v=v|a=a|r=r|=e|,1238.0,M336,2188,0.848300065599804,71,0.0275271045052952,MHG,89,Upper German,1,varen,var,varn,var,var,no,no
gebe,gebe,gëben,|g=g|e=ë|b=b|e=e|,1238.0,M336,6812,2.6410512097193166,314,0.1217395889389115,MHG,21,Upper German,1,gëben,gebe,geben,be,be,no,no
geſcriben,geschriben,schrîben,|g=g|e=e|=-|sc=sch|r=r|i=i|b=b|e=e|n=n|,1238.0,M336,1626,0.6304094637409878,202,0.0783165508460513,MHG,26,Upper German,4,schrîben,geschriben,schrîben,ʃrib,ʃrib,no,no
lichen,lîhen,lîhen,|l=l|i=î|ch=h|e=e|n=n|,1238.0,M336,215,0.0833567249104012,19,0.0073664082478959,MHG,143,Upper German,1,lîhen,lîhen,lîhen,lih,lih,no,no
heizet,heizet,hèizen,|h=h|ei=èi|z=z|e=e|t=t|,1238.0,M336,4528,1.7555313971827753,283,0.1097207123239234,MHG,235,Upper German,1,hèizen,heizet,heizet,heiz,heiz,no,no
gebietet,gebietet,ge-bièten,|g=g|e=e|=-|b=b|ie=iè|t=t|e=e|t=t|,1238.0,M336,1098,0.4257008555889327,10,0.0038770569725768,MHG,18,Upper German,1,bièten,gebietet,gebiutet,biet,biut,yes,no
vindeſ,vindest,vinden,|v=v|i=i|n=n|d=d|e=e|s=s|=t|,1238.0,M336,1993,0.7726974546345564,14,0.0054278797616075,MHG,38,Upper German,1,vinden,vindest,vindet,vind,vind,no,no
gelit,gelît,ge-ligen,|g=g|e=e|=-|l=l|i=î{ige}|t=t|,1238.0,M336,235,0.0911108388555548,17,0.0065909968533805,MHG,238,Upper German,1,ligen,gelît,lît,li,li,no,no
ſtvnden,stuonten,stân/ûf<+,|s=s|t=t|v=uo|n=n|d=t|e=e|n=n|,1238.0,M336,164,0.0635837343502595,19,0.0073664082478959,MHG,9,Upper German,3,stân,stuonten,stêt,stuo,ste,yes,no
giengen,giengen,gân,|g=g|ie=iè|n=n|g=g|e=e|n=n|,1238.0,M336,3931,1.5240710959199404,180,0.0697870255063824,MHG,1,Upper German,3,gân,giengen,gên,gieng,ge,yes,yes
tete,tete,tuon,|t=t|e=ë|t=t|e=e|,1238.0,M336,8576,3.3249640596818644,296,0.1147608863882733,MHG,14,Upper German,2,tuon,tete,tuon,tet,tuo,yes,yes
ſtet,stêt,stân,|s=s|t=t|e=ê|t=t|,1238.0,M336,2872,1.113490762524057,357,0.1384109339209917,MHG,9,Upper German,1,stân,stêt,stêt,ste,ste,no,no
geſehen,gesehen,ge-sëhen,|g=g|e=e|=-|s=s|e=ë|h=h|e=e|n=n|,1238.0,M336,1120,0.4342303809286016,322,0.1248412345169729,MHG,22,Upper German,1,sëhen,gesehen,sehen,seh,seh,no,no
kvm,kume,komen,|k=k|v=u|m=m|=e|,1238.0,M336,8461,3.280377904497231,22,0.0085295253396689,MHG,3,Upper German,1,komen,kume,kumet,kum,kum,no,no
bedvrfen,bedürfen,be-durfen,|b=b|e=e|=-|d=d|v=ü|r=r|f=f|e=e|n=n|,1238.0,M336,330,0.1279428800950344,17,0.0065909968533805,MHG,231,Upper German,1,durfen,bedürfen,bedarf,dürf,darf,yes,no
bevant,bevant,be-vinden,|b=b|e=e|=-|v=v|a=a|n=n|t=d|,1238.0,M336,77,0.0298533386888413,12,0.0046524683670921,MHG,38,Upper German,2,vinden,bevant,vindet,van,vind,yes,no
erſlagen,erslagen,er-slahen,|e=e|r=r|=-|s=s|l=l|a=a|g=g|e=e|n=n|,1238.0,M336,708,0.2744956336584375,180,0.0697870255063824,MHG,7,Upper German,4,slahen,erslagen,slahen,slag,slah,no,yes
ſtarb,starp,stërben,|s=s|t=t|a=a|r=r|b=b|,1238.0,M336,743,0.2880653330624563,76,0.0294656329915836,MHG,10,Upper German,2,stërben,starp,sterben,starp,sterb,yes,no
verieſch,veriesch,ver-èischen,|v=v|e=e|r=r|=-|ie=iè|sch=sch|,1238.0,M336,58,0.0224869304409454,1,0.0003877056972576,MHG,447,Upper German,2,èischen,veriesch,vereischent,ieʃ,eiʃ,yes,no
keme,kæme,komen,|k=k|e=æ|m=m|e=e|,1238.0,M336,8461,3.280377904497231,23,0.0089172310369266,MHG,3,Upper German,3,komen,kæme,kumet,käm,kum,yes,no
iehen,jehen,jëhen,|i=j|e=ë|h=h|e=e|n=n|,1238.0,M336,636,0.2465808234558845,119,0.0461369779736639,MHG,236,Upper German,1,jëhen,jehen,jehen,jeh,jeh,no,no
enpfangen,entvangen,ent-vâhen,|e=e|n=n|=t|=-|pf=v|a=a|n=n|g=g|e=e|n=n|,1238.0,M336,1799,0.6974825493665664,41,0.0158959335875648,MHG,19,Upper German,4,vâhen,entvangen,entvâhen,vang,vah,no,yes
ſchiede,schiede,schèiden,|sch=sch|ie=iè|d=d|e=e|,1238.0,M336,766,0.2969825640993829,7,0.0027139398808037,MHG,171,Upper German,3,schèiden,schiede,scheiden,ʃied,ʃeid,yes,no
lihet,lîhet,lîhen,|l=l|i=î|h=h|e=e|t=t|,1238.0,M336,215,0.0833567249104012,24,0.0093049367341843,MHG,143,Upper German,1,lîhen,lîhet,lîhen,lih,lih,no,no
geſworn,gesworen,swèr(e)n,|g=g|e=e|=-|s=s|w=w|o=o|r=r|=e|n=n|,1238.0,M336,526,0.2039331967575397,63,0.0244254589272338,MHG,55,Upper German,4,swèren,gesworen,swern,swor,swer,yes,no
beleib,beleip,be-lîben,|b=b|e=e|=-|l=l|ei=èi|b=b|,1238.0,M336,1272,0.493161646911769,37,0.0143451107985341,MHG,239,Upper German,2,lîben,beleip,belîben,leip,lib,yes,no
ſtrech,strêch,strîchen,|s=s|t=t|r=r|e=ê|ch=ch|,1238.0,M336,83,0.0321795728723874,3,0.001163117091773,MHG,203,Upper German,2,strîchen,strêch,strîchen,streχ,striχ,yes,no
beſcheiden,bescheiden,be-schèiden,|b=b|e=e|=-|sch=sch|ei=èi|d=d|e=e|n=n|,1238.0,M336,286,0.1108838294156965,107,0.0414845096065717,MHG,171,Upper German,4,schèiden,bescheiden,scheiden,ʃeid,ʃeid,no,no
enbir,entbire,ent-bër(e)n,|e=e|n=n|=t|=-|b=b|i=i|r=r|=e|,1238.0,M336,83,0.0321795728723874,4,0.0015508227890307,MHG,295,Upper German,1,bëren,entbire,entbern,bir,ber,yes,no
geleſen,gelesen,lësen,|g=g|e=e|=-|l=l|e=ë|s=s|e=e|n=n|,1238.0,M336,1049,0.4067032764233064,78,0.030241044386099,MHG,144,Upper German,4,lësen,gelesen,lesen,les,les,no,no
hebit,hebet,hèben,|h=h|e=è|b=b|i=e|t=t|,1238.0,M336,657,0.2547226430982958,25,0.009692642431442,MHG,90,Upper German,1,hèben,hebet,hebet,heb,heb,no,no
v͛birt,verbiret,ver-bër(e)n,|v=v|'=er|=-|b=b|i=i|r=r|=e|t=t|,1238.0,M336,90,0.0348935127531912,2,0.0007754113945153,MHG,295,Upper German,1,bëren,verbiret,entbern,bir,ber,yes,no
erge,ergê,er-gân,|e=e|r=r|=-|g=g|e=ê|,1238.0,M336,594,0.2302971841710619,36,0.0139574051012764,MHG,1,Upper German,1,gân,ergê,gên,ge,ge,no,no
irſehen,ersehen,er-sëhen,|i=e|r=r|=-|s=s|e=ë|h=h|e=e|n=n|,1238.0,M336,212,0.0821936078186281,2,0.0007754113945153,MHG,22,Upper German,4,sëhen,ersehen,sehen,seh,seh,no,no
zergat,zergât,zer-gân,|z=z|e=e|r=r|=-|g=g|a=â|t=t|,1238.0,M336,205,0.0794796679378244,22,0.0085295253396689,MHG,1,Upper German,1,gân,zergât,gên,ga,ge,yes,no
ſlahen,slahen,slahen/ûf>+,|s=s|l=l|a=a|h=h|e=e|n=n|,1238.0,M336,12,0.0046524683670921,104,0.0403213925147987,MHG,7,Upper German,1,slahen,slahen,slahen,slah,slah,no,no
behielt,behielt,be-halten,|b=b|e=e|=-|h=h|ie=iè|l=l|t=t|,1238.0,M336,1035,0.4012753966616988,43,0.0166713449820802,MHG,24,Upper German,2,halten,behielt,behalten,hiel,halt,yes,no
kom̄,kômen,komen,|k=k|o=ô|m=m|\-=en|,1238.0,M336,8461,3.280377904497231,73,0.0283025158998106,MHG,3,Upper German,3,komen,kômen,kumet,kom,kum,yes,no
lege,læge,ligen,|l=l|e=æ|g=g|e=e|,1238.0,M336,2174,0.8428721858381965,157,0.0608697944694557,MHG,238,Upper German,3,ligen,læge,lît,läg,li,yes,no
pflege,pflæge,pflëgen,|pf=pf|l=l|e=æ|g=g|e=e|,1238.0,M336,812,0.3148170261732362,10,0.0038770569725768,MHG,155,Upper German,3,pflëgen,pflæge,pflegen,fläg,fleg,yes,no
ſcheín,schein,schînen,|sch=sch|ei=èi|n=n|,1238.0,M336,434,0.1682642726098331,20,0.0077541139451536,MHG,95,Upper German,2,schînen,schein,schînet,ʃei,ʃin,yes,no
hiengen,hiengen,hâhen,|h=h|ie=iè|n=n|g=g|e=e|n=n|,1238.0,M336,410,0.1589593358756488,20,0.0077541139451536,MHG,132,Upper German,3,hâhen,hiengen,hâhen,hieng,hah,yes,yes
enpfie,entvie,ent-vâhen,|e=e|n=n|=t|=-|pf=v|ie=iè|,1238.0,M336,1799,0.6974825493665664,18,0.0069787025506382,MHG,19,Upper German,2,vâhen,entvie,entvâhen,vi,vah,yes,no
ſehen,sehen,sëhen,|s=s|e=ë|h=h|e=e|n=n|,1238.0,M336,4169,1.6163450518672682,287,0.1112715351129541,MHG,22,Upper German,1,sëhen,sehen,sehen,seh,seh,no,no
hvb,huop,hèben/ane<.+,|h=h|v=uo|b=b|,1238.0,M336,55,0.0213238133491724,16,0.0062032911561228,MHG,90,Upper German,2,hèben,huop,hebet,huop,heb,yes,no
irhaben,erhaben,er-hèben,|i=e|r=r|=-|h=h|a=a|b=b|e=e|n=n|,1238.0,M336,318,0.1232904117279422,11,0.0042647626698344,MHG,90,Upper German,4,hèben,erhaben,hebet,hab,heb,yes,no
gehaben,gehaben,hèben/ane<+,|g=g|e=e|=-|h=h|a=a|b=b|e=e|n=n|,1238.0,M336,22,0.0085295253396689,97,0.0376074526339949,MHG,90,Upper German,4,hèben,gehaben,hebet,hab,heb,yes,no
wichen,wichen,wîchen,|w=w|i=i|ch=ch|e=e|n=n|,1238.0,M336,81,0.031404161477872,14,0.0054278797616075,MHG,15,Upper German,3,wîchen,wichen,entwîchen,wiχ,wiχ,no,no
fvnden,vunden,vinden,|f=v|v=u|n=n|d=d|e=e|n=n|,1238.0,M336,1993,0.7726974546345564,71,0.0275271045052952,MHG,38,Upper German,4,vinden,vunden,vindet,vu,vind,yes,yes
ſazín,sâzen,sitzen,|s=s|a=â|z=z|i=e|n=n|,1238.0,M336,1185,0.4594312512503509,3,0.001163117091773,MHG,57,Upper German,3,sitzen,sâzen,sitzen,saz,siʦ,yes,yes
floch,vlôch,vlièhen,|f=v|l=l|o=ô|ch=h|,1238.0,M336,464,0.1798954435275635,47,0.0182221677711109,MHG,83,Upper German,2,vlièhen,vlôch,vliehen,vloχ,vlieh,yes,yes
gelan,gelân,lâzen,|g=g|e=e|=-|l=l|a=â|n=n|,1238.0,M336,3725,1.4442037222848585,18,0.0069787025506382,MHG,4,Upper German,4,lâzen,gelân,lâzen,la,laz,no,no
flvgín,vlugen,vliègen,|f=v|l=l|v=u|g=g|i=e|n=n|,1238.0,M336,159,0.0616452058639711,1,0.0003877056972576,MHG,106,Upper German,3,vliègen,vlugen,vliegen,vlug,vlieg,yes,no
zerſtachen,zerstâchen,zer-stëchen,|z=z|e=e|r=r|=-|s=s|t=t|a=â|ch=ch|e=e|n=n|,1238.0,M336,6,0.002326234183546,1,0.0003877056972576,MHG,32,Upper German,3,stëchen,zerstâchen,stechen,staχ,steχ,yes,no
vallen,vallen,vallen,|v=v|a=a|ll=ll|e=e|n=n|,1238.0,M336,860,0.3334268996416049,89,0.0345058070559335,MHG,31,Upper German,1,vallen,valen,gevelet,val,vel,yes,no
gewerben,gewerben,ge-wërben,|g=g|e=e|=-|w=w|e=ë|r=r|b=b|e=e|n=n|,1238.0,M336,25,0.009692642431442,4,0.0015508227890307,MHG,100,Upper German,1,wërben,gewerben,werben,werb,werb,no,no
iæhent,jehent,jëhen,|i=j|æ=ë|h=h|e=e|n=n|t=t|,1238.0,M336,636,0.2465808234558845,1,0.0003877056972576,MHG,236,Upper German,1,jëhen,jehent,jehen,jeh,jeh,no,no
vertrage,vertrage,ver-tragen,|v=v|e=e|r=r|=-|t=t|r=r|a=a|g=g|e=e|,1238.0,M336,168,0.0651345571392902,4,0.0015508227890307,MHG,11,Upper German,1,tragen,vertrage,tragen,trag,trag,no,no
begie,begie,be-gân,|b=b|e=e|=-|g=g|ie=iè|,1238.0,M336,716,0.2775972792364989,48,0.0186098734683686,MHG,1,Upper German,2,gân,begie,gên,gi,ge,yes,no
gebar,gebar,ge-bër(e)n,|g=g|e=e|=-|b=b|a=a|r=r|,1238.0,M336,947,0.367157295303023,148,0.0573804431941366,MHG,295,Upper German,2,bëren,gebar,entbern,bar,ber,yes,no
