form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation
gemezzen,gemezzen,mëzzen,|g=g|e=e|=-|m=m|e=ë|zz=zz|e=e|n=n|,1245.0,M343,72,0.0279148102025529,14,0.0054278797616075,MHG,116,Upper German,4,mëzzen,gemezen,mezen,mez,mez,no,no
ezzen,ezzen,ëzzen,|e=ë|zz=zz|e=e|n=n|,1245.0,M343,643,0.2492947633366883,122,0.0473000950654369,MHG,102,Upper German,1,ëzzen,ezen,ezen,ez,ez,no,no
verſtoln,verstolen,ver-stël(e)n,|v=v|e=e|r=r|=-|s=s|t=t|o=o|l=l|=e|n=n|,1245.0,M343,56,0.02171151904643,5,0.0019385284862884,MHG,197,Upper German,4,stëlen,verstolen,stilet,stol,stil,yes,no
half,half,hëlfen,|h=h|a=a|l=l|f=f|,1245.0,M343,1345,0.5214641628115797,148,0.0573804431941366,MHG,2,Upper German,2,hëlfen,half,helfen,half,helf,yes,no
bít,bite,biten,|b=b|i=i|t=t|=e|,1245.0,M343,2127,0.8246500180670855,6,0.002326234183546,MHG,276,Upper German,1,biten,bite,biten,bit,bit,no,no
helfen,helfen,hëlfen,|h=h|e=ë|l=l|f=f|e=e|n=n|,1245.0,M343,1345,0.5214641628115797,172,0.0666853799283209,MHG,2,Upper German,1,hëlfen,helfen,helfen,helf,helf,no,no
entladen,entladen,ent-laden,|e=e|n=n|t=t|=-|l=l|a=a|d=d|e=e|n=n|,1245.0,M343,9,0.0034893512753191,4,0.0015508227890307,MHG,85,Upper German,1,laden,entladen,laden,lad,lad,no,no
gazen,geâzen,ge-ëzzen,|g=g|=e|=-|a=â|z=z|e=e|n=n|,1245.0,M343,78,0.030241044386099,4,0.0015508227890307,MHG,102,Upper German,3,ëzzen,geâzen,ezen,az,ez,yes,no
vloch,vlôch,vlièhen,|v=v|l=l|o=ô|ch=h|,1245.0,M343,464,0.1798954435275635,26,0.0100803481286996,MHG,83,Upper German,2,vlièhen,vlôch,vliehen,vloχ,vlieh,yes,yes
zoch,zôch,zièhen,|z=z|o=ô|ch=h|,1245.0,M343,522,0.202382373968509,110,0.0426476266983448,MHG,275,Upper German,2,zièhen,zôch,ziehen,zoχ,zieh,yes,yes
liten,liten,lîden,|l=l|i=i|t=t|e=e|n=n|,1245.0,M343,769,0.298145681191156,20,0.0077541139451536,MHG,93,Upper German,3,lîden,liten,lîden,lit,lid,no,no
verſníten,versniten,ver-snîden,|v=v|e=e|r=r|=-|s=s|n=n|i=i|t=t|e=e|n=n|,1245.0,M343,36,0.0139574051012764,1,0.0003877056972576,MHG,8,Upper German,4,snîden,versniten,snîden,snit,snid,no,no
vahten,vâhten,vëhten,|v=v|a=â|h=h|t=t|e=e|n=n|,1245.0,M343,340,0.1318199370676112,6,0.002326234183546,MHG,20,Upper German,3,vëhten,vâhten,vehten,vaht,veht,yes,no
vͤberwunden,überwunden,über-winten,|v\e=ü|b=b|e=e|r=r|=-|w=w|u=u|n=n|d=t|e=e|n=n|,1245.0,M343,256,0.099252658497966,2,0.0007754113945153,MHG,273,Upper German,3,winten,überwunden,überwinden,wu,wi,yes,no
pflige,pflige,pflëgen,|pf=pf|l=l|i=i|g=g|e=e|,1245.0,M343,812,0.3148170261732362,2,0.0007754113945153,MHG,155,Upper German,1,pflëgen,pflige,pflegen,flig,fleg,yes,no
wurben,wurben,wërben,|w=w|u=u|r=r|b=b|e=e|n=n|,1245.0,M343,266,0.1031297154705429,5,0.0019385284862884,MHG,100,Upper German,3,wërben,wurben,werben,wurb,werb,yes,no
ſturben,sturben,stërben,|s=s|t=t|u=u|r=r|b=b|e=e|n=n|,1245.0,M343,743,0.2880653330624563,21,0.0081418196424112,MHG,10,Upper German,3,stërben,sturben,sterben,sturb,sterb,yes,no
lag,lac,ligen,|l=l|a=a|g=g|,1245.0,M343,2174,0.8428721858381965,131,0.050789446340756,MHG,238,Upper German,2,ligen,lac,lît,lac,li,yes,no
bære,bære,bër(e)n,|b=b|æ=æ|r=r|e=e|,1245.0,M343,210,0.0814181964241128,2,0.0007754113945153,MHG,295,Upper German,3,bëren,bære,entbern,bär,ber,yes,no
breche,bræche,brëchen,|b=b|r=r|e=æ|ch=ch|e=e|,1245.0,M343,668,0.2589874057681303,39,0.0151205221930495,MHG,29,Upper German,3,brëchen,bræche,brechen,bräχ,breχ,yes,no
koment,koment,komen,|k=k|o=o|m=m|e=e|n=n|t=t|,1245.0,M343,8461,3.280377904497231,50,0.019385284862884,MHG,3,Upper German,1,komen,koment,kumet,kom,kum,yes,no
Tragent,tragent,tragen,|t=t|r=r|a=a|g=g|e=e|n=n|t=t|,1245.0,M343,1651,0.6401021061724298,1,0.0003877056972576,MHG,11,Upper German,1,tragen,tragent,tragen,trag,trag,no,no
tuͦn,tuon,tuon,|t=t|u\o=uo|n=n|,1245.0,M343,8576,3.3249640596818644,370,0.1434511079853416,MHG,14,Upper German,1,tuon,tuon,tuon,tuo,tuo,no,no
twíngen,twingen,dwingen,|t=t|w=w|i=i|n=n|g=g|e=e|n=n|,1245.0,M343,317,0.1229027060306845,13,0.0050401740643498,MHG,65,Upper German,1,dwingen,twingen,twingen,twing,twing,no,no
breſte,breste,brësten,|b=b|r=r|e=ë|s=s|t=t|e=e|,1245.0,M343,55,0.0213238133491724,2,0.0007754113945153,MHG,50,Upper German,1,brësten,breste,gebristet,brest,brist,yes,no
vehte,vehte,vëhten,|v=v|e=ë|h=h|t=t|e=e|,1245.0,M343,340,0.1318199370676112,5,0.0019385284862884,MHG,20,Upper German,1,vëhten,vehte,vehten,veht,veht,no,no
verzíge,verzige,ver-zîhen,|v=v|e=e|r=r|=-|z=z|i=i|g=g|e=e|,1245.0,M343,294,0.1139854749937579,1,0.0003877056972576,MHG,17,Upper German,3,zîhen,verzige,verzîhen,zig,zih,no,yes
waltet,weltet,walten,|w=w|a=è|l=l|t=t|e=e|t=t|,1245.0,M343,128,0.049626329248983,4,0.0015508227890307,MHG,321,Upper German,1,walten,weltet,walten,welt,walt,yes,no
lehe,lêhe,lîhen,|l=l|e=ê|h=h|e=e|,1245.0,M343,215,0.0833567249104012,3,0.001163117091773,MHG,143,Upper German,3,lîhen,lêhe,lîhen,leh,lih,yes,no
míſſetuͦt,missetuot,misse-tuon,|m=m|i=i|ss=ss|e=e|=-|t=t|u\o=uo|t=t|,1245.0,M343,70,0.0271393988080376,1,0.0003877056972576,MHG,14,Upper German,1,tuon,misetuot,tuon,misetuo,tuo,yes,yes
vertreit,vertreit,ver-tragen,|v=v|e=e|r=r|=-|t=t|r=r|ei=èi{ge}|t=t|,1245.0,M343,168,0.0651345571392902,2,0.0007754113945153,MHG,11,Upper German,1,tragen,vertreit,tragen,trei,trag,yes,no
lident,lîdent,lîden,|l=l|i=î|d=d|e=e|n=n|t=t|,1245.0,M343,769,0.298145681191156,17,0.0065909968533805,MHG,93,Upper German,1,lîden,lîdent,lîden,lid,lid,no,no
ſlahe,slahe,slahen,|s=s|l=l|a=a|h=h|e=e|,1245.0,M343,1246,0.4830812987830694,45,0.0174467563765956,MHG,7,Upper German,1,slahen,slahe,slahen,slah,slah,no,no
gewerben,gewerben,ge-wërben,|g=g|e=e|=-|w=w|e=ë|r=r|b=b|e=e|n=n|,1245.0,M343,25,0.009692642431442,4,0.0015508227890307,MHG,100,Upper German,1,wërben,gewerben,werben,werb,werb,no,no
guͤnne,günne,gunnen,|g=g|u\e=ü|nn=nn|e=e|,1245.0,M343,184,0.0713378482954131,1,0.0003877056972576,MHG,125,Upper German,1,gunnen,güne,gan,gün,ga,yes,no
belibes,belîbes,be-lîben,|b=b|e=e|=-|l=l|i=î|b=b|e=e|s=s|,1245.0,M343,1272,0.493161646911769,2,0.0007754113945153,MHG,239,Upper German,1,lîben,belîbes,belîben,lib,lib,no,no
twínget,twinget,dwingen,|t=t|w=w|i=i|n=n|g=g|e=e|t=t|,1245.0,M343,317,0.1229027060306845,4,0.0015508227890307,MHG,65,Upper German,1,dwingen,twinget,twingen,twing,twing,no,no
ſtritet,strîtet,strîten,|s=s|t=t|r=r|i=î|t=t|e=e|t=t|,1245.0,M343,231,0.0895600160665241,1,0.0003877056972576,MHG,60,Upper German,1,strîten,strîtet,strîten,strit,strit,no,no
gewinnen,gewinnen,ge-winnen,|g=g|e=e|=-|w=w|i=i|nn=nn|e=e|n=n|,1245.0,M343,1883,0.7300498279362115,238,0.0922739559473278,MHG,120,Upper German,1,winnen,gewinen,gewinen,win,win,no,no
verbarg,verbarc,ver-bërgen/vor(e)>+,|v=v|e=e|r=r|=-|b=b|a=a|r=r|g=g|,1245.0,M343,4,0.0015508227890307,3,0.001163117091773,MHG,49,Upper German,2,bërgen,verbarc,verbergen,barc,berg,yes,yes
Sprechen,sprechen,sprëchen,|s=s|p=p|r=r|e=ë|ch=ch|e=e|n=n|,1245.0,M343,11533,4.471409806472824,8,0.0031016455780614,MHG,27,Upper German,1,sprëchen,sprechen,sprechen,spreχ,spreχ,no,no
tuͤge,tüge,tugen,|t=t|u\e=ü|g=g|e=e|,1245.0,M343,146,0.0566050317996212,6,0.002326234183546,MHG,208,Upper German,1,tugen,tüge,touc,tüg,touc,yes,yes
ním,nime,nëmen,|n=n|i=i|m=m|=e|,1245.0,M343,4030,1.5624539599484506,161,0.0624206172584864,MHG,47,Upper German,1,nëmen,nime,nemen,nim,nem,yes,no
ervar,ervar,er-var(e)n,|e=e|r=r|=-|v=v|a=a|r=r|=e|,1245.0,M343,139,0.0538910919188175,6,0.002326234183546,MHG,89,Upper German,1,varen,ervar,varn,var,var,no,no
næmd,næmet,nëmen,|n=n|æ=æ|m=m|=e|d=t|,1245.0,M343,4030,1.5624539599484506,1,0.0003877056972576,MHG,47,Upper German,3,nëmen,næmet,nemen,näm,nem,yes,no
widerſprach,widersprach,wider-sprëchen,|w=w|i=i|d=d|e=e|r=r|=e|=-|s=s|p=p|r=r|a=a|ch=ch|,1245.0,M343,17,0.0065909968533805,3,0.001163117091773,MHG,27,Upper German,2,sprëchen,widersprach,sprechen,spraχ,spreχ,yes,no
warb,warp,wërben,|w=w|a=a|r=r|b=b|,1245.0,M343,266,0.1031297154705429,16,0.0062032911561228,MHG,100,Upper German,2,wërben,warp,werben,warp,werb,yes,no
bewagen,bewâgen,be-wëgen,|b=b|e=e|=-|w=w|a=â|g=g|e=e|n=n|,1245.0,M343,42,0.0162836392848225,1,0.0003877056972576,MHG,101,Upper German,3,wëgen,bewâgen,wegen,wag,weg,yes,no
zerbræche,zerbræche,zer-brëchen,|z=z|e=e|r=r|=-|b=b|r=r|æ=æ|ch=ch|e=e|,1245.0,M343,319,0.1236781174251999,1,0.0003877056972576,MHG,29,Upper German,3,brëchen,zerbræche,brechen,bräχ,breχ,yes,no
geſpræche,gespræche,ge-sprëchen,|g=g|e=e|=-|s=s|p=p|r=r|æ=æ|ch=ch|e=e|,1245.0,M343,186,0.0721132596899284,2,0.0007754113945153,MHG,27,Upper German,3,sprëchen,gespræche,sprechen,spräχ,spreχ,yes,no
bedoͤrfte,bedörfte,be-durfen,|b=b|e=e|=-|d=d|o\e=ö|r=r|f=f|t=t|e=e|,1245.0,M343,330,0.1279428800950344,2,0.0007754113945153,MHG,231,Upper German,3,durfen,bedörfte,bedarf,dörft,darf,yes,no
enbot,entbôt,ent-bièten,|e=e|n=n|=t|=-|b=b|o=ô|t=t|,1245.0,M343,205,0.0794796679378244,72,0.0279148102025529,MHG,18,Upper German,2,bièten,entbôt,gebiutet,bo,biut,yes,no
wuͤrbe,würbe,wërben,|w=w|u\e=ü|r=r|b=b|e=e|,1245.0,M343,266,0.1031297154705429,1,0.0003877056972576,MHG,100,Upper German,3,wërben,würbe,werben,würb,werb,yes,no
var,var,var(e)n,|v=v|a=a|r=r|=e|,1245.0,M343,2188,0.848300065599804,71,0.0275271045052952,MHG,89,Upper German,1,varen,var,varn,var,var,no,no
gebiutet,gebiutet,ge-bièten,|g=g|e=e|=-|b=b|iu=iu|t=t|e=e|t=t|,1245.0,M343,1098,0.4257008555889327,13,0.0050401740643498,MHG,18,Upper German,1,bièten,gebiutet,gebiutet,biut,biut,no,no
wirret,wirret,wërren,|w=w|i=i|rr=rr|e=e|t=t|,1245.0,M343,102,0.0395459811202833,31,0.012018876614988,MHG,323,Upper German,1,wërren,wiret,geweren,wir,wer,yes,no
erbunde,erbünde,er-binten,|e=e|r=r|=-|b=b|u=ü|n=n|d=t|e=e|,1245.0,M343,5,0.0019385284862884,3,0.001163117091773,MHG,229,Upper German,3,binten,erbünde,binden,bü,bi,yes,no
erbot,erbôt,er-bièten,|e=e|r=r|=-|b=b|o=ô|t=t|,1245.0,M343,101,0.0391582754230256,14,0.0054278797616075,MHG,18,Upper German,2,bièten,erbôt,gebiutet,bo,biut,yes,no
buwet,bûwet,bûwen,|b=b|u=û|w=w|e=e|t=t|,1245.0,M343,334,0.1294937028840651,17,0.0065909968533805,MHG,299,Upper German,1,bûwen,bûwet,bûwen,buw,buw,no,no
werre,werre,wërren,|w=w|e=ë|rr=rr|e=e|,1245.0,M343,102,0.0395459811202833,17,0.0065909968533805,MHG,323,Upper German,1,wërren,were,geweren,wer,wer,no,no
belegen,belegen,be-ligen,|b=b|e=e|=-|l=l|e=ë|g=g|e=e|n=n|,1245.0,M343,34,0.0131819937067611,15,0.0058155854588652,MHG,238,Upper German,4,ligen,belegen,lît,leg,li,yes,no
gedígen,gedigen,ge-dîhen,|g=g|e=e|=-|d=d|i=i|g=g|e=e|n=n|,1245.0,M343,19,0.0073664082478959,1,0.0003877056972576,MHG,111,Upper German,4,dîhen,gedigen,dîhent,dig,dih,no,yes
Komet,komet,komen,|k=k|o=o|m=m|e=e|t=t|,1245.0,M343,8461,3.280377904497231,3,0.001163117091773,MHG,3,Upper German,1,komen,komet,kumet,kom,kum,yes,no
ſehent,sehent,sëhen,|s=s|e=ë|h=h|e=e|n=n|t=t|,1245.0,M343,4169,1.6163450518672682,230,0.0891723103692664,MHG,22,Upper German,1,sëhen,sehent,sehen,seh,seh,no,no
tæte,tete,tuon,|t=t|æ=ë|t=t|e=e|,1245.0,M343,8576,3.3249640596818644,48,0.0186098734683686,MHG,14,Upper German,2,tuon,tete,tuon,tet,tuo,yes,yes
enbindet,entbindet,ent-binten,|e=e|n=n|=t|=-|b=b|i=i|n=n|d=t|e=e|t=t|,1245.0,M343,78,0.030241044386099,4,0.0015508227890307,MHG,229,Upper German,1,binten,entbindet,binden,bind,bi,no,yes
gebietet,gebietet,ge-bièten,|g=g|e=e|=-|b=b|ie=iè|t=t|e=e|t=t|,1245.0,M343,1098,0.4257008555889327,10,0.0038770569725768,MHG,18,Upper German,1,bièten,gebietet,gebiutet,biet,biut,yes,no
ſtet,stêt,stân,|s=s|t=t|e=ê|t=t|,1245.0,M343,2872,1.113490762524057,357,0.1384109339209917,MHG,9,Upper German,1,stân,stêt,stêt,ste,ste,no,no
gelas,gelas,ge-lësen,|g=g|e=e|=-|l=l|a=a|s=s|,1245.0,M343,41,0.0158959335875648,24,0.0093049367341843,MHG,144,Upper German,2,lësen,gelas,lesen,las,les,yes,no
erkam,erkam,er-komen,|e=e|r=r|=-|k=k|a=a|m=m|,1245.0,M343,104,0.0403213925147987,1,0.0003877056972576,MHG,3,Upper German,2,komen,erkam,kumet,kam,kum,yes,no
geſwunden,geswunden,ge-swinten,|g=g|e=e|=-|s=s|w=w|u=u|n=n|d=t|e=e|n=n|,1245.0,M343,2,0.0007754113945153,1,0.0003877056972576,MHG,184,Upper German,4,swinten,geswunden,swinden,swu,swi,yes,no
berate,berâte,be-râten,|b=b|e=e|=-|r=r|a=â|t=t|e=e|,1245.0,M343,72,0.0279148102025529,3,0.001163117091773,MHG,48,Upper German,1,râten,berâte,râten,rat,rat,no,no
gezemen,gezemen,ge-zëmen,|g=g|e=e|=-|z=z|e=ë|m=m|e=e|n=n|,1245.0,M343,367,0.1422879908935685,20,0.0077541139451536,MHG,122,Upper German,1,zëmen,gezemen,gezimet,zem,zim,yes,no
Gebiten,gebîten,ge-bîten,|g=g|e=e|=-|b=b|i=î|t=t|e=e|n=n|,1245.0,M343,14,0.0054278797616075,2,0.0007754113945153,MHG,296,Upper German,1,bîten,gebîten,bîten,bit,bit,no,no
æze,æze,ëzzen,|æ=æ|z=z|e=e|,1245.0,M343,643,0.2492947633366883,1,0.0003877056972576,MHG,102,Upper German,3,ëzzen,æze,ezen,äz,ez,yes,no
vergæze,vergæze,ver-gëzzen,|v=v|e=e|r=r|=-|g=g|æ=æ|z=z|e=e|,1245.0,M343,424,0.1643872156372563,2,0.0007754113945153,MHG,213,Upper German,3,gëzzen,vergæze,vergezen,gäz,gez,yes,no
trank,tranc,trinken,|t=t|r=r|a=a|n=n|k=k|,1245.0,M343,332,0.1287182914895497,7,0.0027139398808037,MHG,97,Upper German,2,trinken,tranc,trinken,tranc,trink,yes,yes
beríete,beriete,be-râten,|b=b|e=e|=-|r=r|ie=iè|t=t|e=e|,1245.0,M343,72,0.0279148102025529,1,0.0003877056972576,MHG,48,Upper German,3,râten,beriete,râten,riet,rat,yes,no
tuͦ,tuo,tuon,|t=t|u\o=uo|,1245.0,M343,8576,3.3249640596818644,166,0.0643591457447748,MHG,14,Upper German,1,tuon,tuo,tuon,tuo,tuo,no,no
lege,læge,ligen,|l=l|e=æ|g=g|e=e|,1245.0,M343,2174,0.8428721858381965,157,0.0608697944694557,MHG,238,Upper German,3,ligen,læge,lît,läg,li,yes,no
entſlíef,entslief,ent-slâfen,|e=e|n=n|t=t|=-|s=s|l=l|ie=iè|f=f|,1245.0,M343,70,0.0271393988080376,3,0.001163117091773,MHG,53,Upper German,2,slâfen,entslief,slâfen,enʦlief,slaf,yes,yes
entſlafen,entslâfen,ent-slâfen,|e=e|n=n|t=t|=-|s=s|l=l|a=â|f=f|e=e|n=n|,1245.0,M343,70,0.0271393988080376,3,0.001163117091773,MHG,53,Upper German,4,slâfen,entslâfen,slâfen,enʦlaf,slaf,no,yes
verlan,verlân,ver-lâzen,|v=v|e=e|r=r|=-|l=l|a=â|n=n|,1245.0,M343,338,0.1310445256730958,14,0.0054278797616075,MHG,4,Upper German,1,lâzen,verlân,lâzen,la,laz,no,no
geſweig,gesweic,ge-swîgen,|g=g|e=e|=-|s=s|w=w|ei=èi|g=g|,1245.0,M343,65,0.0252008703217492,4,0.0015508227890307,MHG,182,Upper German,2,swîgen,gesweic,swîgen,sweic,swig,yes,yes
ſteíg,steic,stîgen,|s=s|t=t|ei=èi|g=g|,1245.0,M343,97,0.0376074526339949,1,0.0003877056972576,MHG,198,Upper German,2,stîgen,steic,stîget,steic,stig,yes,yes
huͤbe,hüebe,hèben,|h=h|u\e=üè|b=b|e=e|,1245.0,M343,657,0.2547226430982958,3,0.001163117091773,MHG,90,Upper German,3,hèben,hüebe,hebet,hüeb,heb,yes,no
ſtan,stân,stân,|s=s|t=t|a=â|n=n|,1245.0,M343,2872,1.113490762524057,315,0.1221272946361692,MHG,9,Upper German,1,stân,stân,stêt,sta,ste,yes,no
getreten,getreten,trëten/nider(e)<+,|g=g|e=e|=-|t=t|r=r|e=ë|t=t|e=e|n=n|,1245.0,M343,1,0.0003877056972576,6,0.002326234183546,MHG,13,Upper German,4,trëten,getreten,treten,tret,tret,no,no
verbaren,verbâren,ver-bër(e)n,|v=v|e=e|r=r|=-|b=b|a=â|r=r|e=e|n=n|,1245.0,M343,90,0.0348935127531912,2,0.0007754113945153,MHG,295,Upper German,3,bëren,verbâren,entbern,bar,ber,yes,no
riet,riet,râten,|r=r|ie=iè|t=t|,1245.0,M343,629,0.2438668835750807,73,0.0283025158998106,MHG,48,Upper German,2,râten,riet,râten,ri,rat,yes,no
Siheſt,sihest,sëhen,|s=s|i=i|h=h|e=e|s=s|t=t|,1245.0,M343,4169,1.6163450518672682,3,0.001163117091773,MHG,22,Upper German,1,sëhen,sihest,sehen,sih,seh,yes,no
ſpríngen,springen,springen,|s=s|p=p|r=r|i=i|n=n|g=g|e=e|n=n|,1245.0,M343,205,0.0794796679378244,3,0.001163117091773,MHG,88,Upper German,1,springen,springen,springen,spring,spring,no,no
walten,walten,walten,|w=w|a=a|l=l|t=t|e=e|n=n|,1245.0,M343,128,0.049626329248983,24,0.0093049367341843,MHG,321,Upper German,1,walten,walten,walten,walt,walt,no,no
gehiez,gehiez,ge-hèizen,|g=g|e=e|=-|h=h|ie=iè|z=z|,1245.0,M343,253,0.098089541406193,72,0.0279148102025529,MHG,235,Upper German,2,hèizen,gehiez,heizet,hiez,heiz,yes,no
erliez,erliez,er-lâzen,|e=e|r=r|=-|l=l|ie=iè|z=z|,1245.0,M343,100,0.038770569725768,1,0.0003877056972576,MHG,4,Upper German,2,lâzen,erliez,lâzen,liez,laz,yes,no
trat,trat,trëten,|t=t|r=r|a=a|t=t|,1245.0,M343,181,0.0701747312036401,120,0.0465246836709216,MHG,13,Upper German,2,trëten,trat,treten,tra,tret,yes,no
ſhriten,schrîten,schrîten,|sh=sch|r=r|i=î|t=t|e=e|n=n|,1245.0,M343,17,0.0065909968533805,1,0.0003877056972576,MHG,180,Upper German,1,schrîten,schrîten,beschrîte,ʃrit,ʃrit,no,no
Gen,gên,gân,|g=g|e=ê|n=n|,1245.0,M343,3931,1.5240710959199404,5,0.0019385284862884,MHG,1,Upper German,1,gân,gên,gên,ge,ge,no,no
funden,vunden,vinden,|f=v|u=u|n=n|d=d|e=e|n=n|,1245.0,M343,1993,0.7726974546345564,122,0.0473000950654369,MHG,38,Upper German,4,vinden,vunden,vindet,vu,vind,yes,yes
gelungen,gelungen,ge-lingen,|g=g|e=e|=-|l=l|u=u|n=n|g=g|e=e|n=n|,1245.0,M343,60,0.0232623418354608,6,0.002326234183546,MHG,114,Upper German,4,lingen,gelungen,gelingen,lung,ling,yes,no
drungen,drungen,dringen,|d=d|r=r|u=u|n=n|g=g|e=e|n=n|,1245.0,M343,155,0.0600943830749404,32,0.0124065823122457,MHG,30,Upper German,3,dringen,drungen,dringen,drung,dring,yes,no
vernemen,vernemen,ver-nëmen,|v=v|e=e|r=r|=-|n=n|e=ë|m=m|e=e|n=n|,1245.0,M343,1523,0.5904757769234468,28,0.010855759523215,MHG,47,Upper German,1,nëmen,vernemen,nemen,nem,nem,no,no
tuͦnt,tuont,tuon,|t=t|u\o=uo|n=n|t=t|,1245.0,M343,8576,3.3249640596818644,70,0.0271393988080376,MHG,14,Upper German,1,tuon,tuont,tuon,tuon,tuo,no,no
líezet,liezet,lâzen,|l=l|ie=iè|z=z|e=e|t=t|,1245.0,M343,3725,1.4442037222848585,1,0.0003877056972576,MHG,4,Upper German,3,lâzen,liezet,lâzen,liez,laz,yes,no
ſhínen,schînen,schînen,|sh=sch|i=î|n=n|e=e|n=n|,1245.0,M343,434,0.1682642726098331,2,0.0007754113945153,MHG,95,Upper German,1,schînen,schînen,schînet,ʃin,ʃin,no,no
Zergangen,zergangen,zer-gân,|z=z|e=e|r=r|=-|g=g|a=a|n=n|g=g|e=e|n=n|,1245.0,M343,205,0.0794796679378244,1,0.0003877056972576,MHG,1,Upper German,4,gân,zergangen,gên,gang,ge,yes,yes
erſhal,erschal,er-schëllen,|e=e|r=r|=-|sh=sch|a=a|l=l|,1245.0,M343,23,0.0089172310369266,3,0.001163117091773,MHG,308,Upper German,2,schëllen,erschal,schilet,ʃal,ʃil,yes,no
entſazen,entsâzen,ent-sitzen,|e=e|n=n|t=t|=-|s=s|a=â|z=z|e=e|n=n|,1245.0,M343,20,0.0077541139451536,3,0.001163117091773,MHG,57,Upper German,3,sitzen,entsâzen,sitzen,enʦaz,siʦ,yes,yes
vleiz,vleiz,vlîzen,|v=v|l=l|ei=èi|z=z|,1245.0,M343,146,0.0566050317996212,10,0.0038770569725768,MHG,361,Upper German,2,vlîzen,vleiz,vlîzen,vleiz,vliz,yes,no
geſahen,gesâhen,ge-sëhen,|g=g|e=e|=-|s=s|a=â|h=h|e=e|n=n|,1245.0,M343,1120,0.4342303809286016,71,0.0275271045052952,MHG,22,Upper German,3,sëhen,gesâhen,sehen,sah,seh,yes,no
verhawen,verhouwen,ver-houwen,|v=v|e=e|r=r|=-|h=h|aw=ouw|e=e|n=n|,1245.0,M343,38,0.0147328164957918,3,0.001163117091773,MHG,127,Upper German,4,houwen,verhouwen,houwen,houw,houw,no,no
gegan,gegân,gân,|g=g|e=e|=-|g=g|a=â|n=n|,1245.0,M343,3931,1.5240710959199404,48,0.0186098734683686,MHG,1,Upper German,4,gân,gegân,gên,ga,ge,yes,no
getuͦt,getuot,ge-tuon,|g=g|e=e|=-|t=t|u\o=uo|t=t|,1245.0,M343,578,0.224093893014939,17,0.0065909968533805,MHG,14,Upper German,1,tuon,getuot,tuon,tuo,tuo,no,no
getwagen,getwagen,dwahen,|g=g|e=e|=-|t=t|w=w|a=a|g=g|e=e|n=n|,1245.0,M343,91,0.0352812184504488,3,0.001163117091773,MHG,232,Upper German,4,dwahen,getwagen,gedwæst,twag,dwä,yes,yes
getet,getet,ge-tuon/ane<.+,|g=g|e=e|=-|t=t|e=ë|t=t|,1245.0,M343,1,0.0003877056972576,66,0.0255885760190068,MHG,14,Upper German,2,tuon,getet,tuon,te,tuo,yes,no
geſaz,gesaz,ge-sitzen,|g=g|e=e|=-|s=s|a=a|z=z|,1245.0,M343,144,0.0558296204051059,77,0.0298533386888413,MHG,57,Upper German,2,sitzen,gesaz,sitzen,saz,siʦ,yes,yes
iahen,jâhen,jëhen,|i=j|a=â|h=h|e=e|n=n|,1245.0,M343,636,0.2465808234558845,68,0.0263639874135222,MHG,236,Upper German,3,jëhen,jâhen,jehen,jah,jeh,yes,no
gelige,gelige,ge-ligen,|g=g|e=e|=-|l=l|i=i|g=g|e=e|,1245.0,M343,235,0.0911108388555548,13,0.0050401740643498,MHG,238,Upper German,1,ligen,gelige,lît,lig,li,no,no
rechen,rechen,rëchen,|r=r|e=ë|ch=ch|e=e|n=n|,1245.0,M343,376,0.1457773421688877,74,0.0286902215970683,MHG,167,Upper German,1,rëchen,rechen,rechen,reχ,reχ,no,no
brechen,brechen,brëchen,|b=b|r=r|e=ë|ch=ch|e=e|n=n|,1245.0,M343,668,0.2589874057681303,81,0.031404161477872,MHG,29,Upper German,1,brëchen,brechen,brechen,breχ,breχ,no,no
enthiez,enthiez,ent-hèizen,|e=e|n=n|t=t|=-|h=h|ie=iè|z=z|,1245.0,M343,18,0.0069787025506382,5,0.0019385284862884,MHG,235,Upper German,2,hèizen,enthiez,heizet,iez,heiz,yes,no
varen,varen,var(e)n,|v=v|a=a|r=r|e=e|n=n|,1245.0,M343,2188,0.848300065599804,121,0.0469123893681792,MHG,89,Upper German,1,varen,varen,varn,var,var,no,no
erſtorben,erstorben,er-stërben,|e=e|r=r|=-|s=s|t=t|o=o|r=r|b=b|e=e|n=n|,1245.0,M343,342,0.1325953484621266,11,0.0042647626698344,MHG,10,Upper German,4,stërben,erstorben,sterben,storb,sterb,yes,no
geſhaffen,geschaffen,schèpfen,|g=g|e=e|=-|sh=sch|a=a|ff=ff|e=e|n=n|,1245.0,M343,474,0.1837725005001403,5,0.0019385284862884,MHG,252,Upper German,4,schèpfen,geschafen,schepfen,ʃaf,ʃef,yes,no
begeben,begeben,be-gëben,|b=b|e=e|=-|g=g|e=ë|b=b|e=e|n=n|,1245.0,M343,111,0.0430353323956024,10,0.0038770569725768,MHG,21,Upper German,1,gëben,begeben,geben,geb,be,no,yes
gebiten,gebiten,ge-bîten,|g=g|e=e|=-|b=b|i=i|t=t|e=e|n=n|,1245.0,M343,14,0.0054278797616075,16,0.0062032911561228,MHG,296,Upper German,4,bîten,gebiten,bîten,bit,bit,no,no
