form,norm,lemma,inflClass,infl,date,document_id,token_id,observation_id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,std_infl,extracted_vowel,extracted_coda,anchor_coda_pastpl,anchor_coda_pastsg,anchor_coda_pres,anchor_vowel_pastpl,anchor_vowel_pastsg,anchor_vowel_pres,diff_vowel_pres_pastsg,diff_cons_pres_pastsg,diff_vowel_pres_pastpl,diff_cons_pres_pastpl,diff_vowel_pastsg_pastpl,diff_cons_pastsg_pastpl,is_bipartite,target_vowel_pres,target_coda_pres,target_vowel_past,target_coda_past,target_pres_date,target_pres_n,target_past_date,target_past_n,target_pres_source,target_past_source,is_leveled_vowel_pres,is_leveled_vowel_past,is_leveled_cons_pres,is_leveled_cons_past,vowel_alternation_pres,vowel_alternation_past,cons_alternation_pres,cons_alternation_past
Rant,Rant,rennen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t5860,ENHG:F069:t5860,30,0.0096550072798754,8,0.0025746686079667,ENHG,164,Upper German,2,PastSg,a,n,,,,,,,,,,,,,,e,n,a,n,,0.0,1523.0,1.0,nhg,nhg,,,,,,,,
wand,wand,finden,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t5898,ENHG:F069:t5898,2689,0.8654104858528396,99,0.0318615240235891,ENHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
Ritten,Ritten,reiten,St,3.Pl.Prät.Ind,1415.0,ENHG:F069,t5986,ENHG:F069:t5986,577,0.1856979733496052,11,0.0035401693359543,ENHG,163,Upper German,3,PastPl,i,t,t,t,t,i,ei,i,True,False,False,False,True,False,0.0,ei,t,i,t,,0.0,1523.0,3.0,nhg,nhg,,,,,,i ~ ei,,
vand,vand,finden,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6012,ENHG:F069:t6012,2689,0.8654104858528396,44,0.0141606773438173,ENHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
huͦb,huͦb,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6082,ENHG:F069:t6082,215,0.0691942188391076,79,0.0254248525036721,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſprachen,ſprachen,sprechen,St,3.Pl.Prät.Ind,1415.0,ENHG:F069,t6201,ENHG:F069:t6201,8120,2.613288637086299,195,0.0627575473191906,ENHG,27,Upper German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
gewan,gewan,gewinnen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6222,ENHG:F069:t6222,665,0.21401932803724,191,0.0614702130152072,ENHG,121,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1523.0,1.0,1492.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
gab,gab,geben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6259,ENHG:F069:t6259,6017,1.9364726267670271,1213,0.3903841276829656,ENHG,21,Upper German,2,PastSg,a,b,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1542.0,8.0,1523.0,9.0,nhg,nhg,0,,,,a ~ e,,,
ſchre,ſchre,schreien,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6275,ENHG:F069:t6275,147,0.0473095356713899,13,0.004183836487946,ENHG,180,Upper German,2,PastSg,e,,g,,,i,ei,ie,True,False,True,False,True,False,0.0,eie,,ie,,1542.0,1.0,1542.0,2.0,nhg,nhg,,,,,ei ~ ie,ei ~ i,,
raͤýt,raͤýt,reiten,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6285,ENHG:F069:t6285,577,0.1856979733496052,1,0.0003218335759958,ENHG,163,Upper German,2,PastSg,ai,t,t,t,t,i,ei,i,True,False,False,False,True,False,0.0,ei,t,i,t,,0.0,1523.0,3.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
warff,warff,werfen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6297,ENHG:F069:t6297,441,0.1419286070141696,99,0.0318615240235891,ENHG,16,Upper German,2,PastSg,a,rf,rf,rf,rf,u,a,e,True,False,True,False,True,False,0.0,e,rf,a,rf,1523.0,1.0,1490.0,1.0,nhg,nhg,0,,,,a ~ e,a ~ u,,
huͦb,huͦb,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6464,ENHG:F069:t6464,215,0.0691942188391076,79,0.0254248525036721,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſchuͤff,ſchuͤff,schaffen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6525,ENHG:F069:t6525,535,0.1721809631577795,2,0.0006436671519916,ENHG,6,Upper German,2,PastSg,u,f,,,,,,,,,,,,,,a,f,u,f,1542.0,1.0,1490.0,2.0,nhg,nhg,,,,,,,,
ſahen,ſahen,sehen,St,3.Pl.Prät.Ind,1415.0,ENHG:F069,t6573,ENHG:F069:t6573,3059,0.984488908971304,171,0.0550335414952902,ENHG,22,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
Sahen,Sahen,sehen,St,3.Pl.Prät.Ind,1415.0,ENHG:F069,t6587,ENHG:F069:t6587,3059,0.984488908971304,1,0.0003218335759958,ENHG,22,Upper German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1534.0,12.0,1523.0,1.0,nhg,nhg,0,,,,a ~ e,,,
ſchluͦg,ſchluͦg,schlagen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6650,ENHG:F069:t6650,818,0.263259865164605,39,0.0125515094638381,ENHG,7,Upper German,2,PastSg,u,g,g,c,h,uo,uo,a,True,True,True,True,False,False,1.0,a,g,u,g,1542.0,3.0,1490.0,9.0,nhg,nhg,0,,,,uo ~ a,,c ~ h,
ſchluͦg,ſchluͦg,aufschlagen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6668,ENHG:F069:t6668,21,0.0067585050959128,39,0.0125515094638381,ENHG,7,Upper German,2,PastSg,u,g,g,c,h,uo,uo,a,True,True,True,True,False,False,1.0,a,g,u,g,1542.0,3.0,1490.0,9.0,nhg,nhg,0,,,,uo ~ a,,c ~ h,
verlor,verlor,verlieren,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6796,ENHG:F069:t6796,584,0.1879508083815761,17,0.0054711707919294,ENHG,215,Upper German,2,PastSg,o,r,r,s,s,u,o,ie,True,False,True,True,True,True,1.0,ie,r,o,r,1516.0,1.0,1490.0,1.0,nhg,nhg,0,,,1,o ~ ie,o ~ u,,s ~ r
ſtraich,ſtraich,streichen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t6953,ENHG:F069:t6953,48,0.0154480116478007,15,0.0048275036399377,ENHG,204,Upper German,2,PastSg,ai,χ,χ,χ,χ,i,ei,i,True,False,False,False,True,False,0.0,ei,χ,i,χ,1523.0,2.0,1542.0,1.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
ſanch,ſanch,singen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7160,ENHG:F069:t7160,530,0.1705717952778003,2,0.0006436671519916,ENHG,193,Upper German,2,PastSg,a,nχ,ng,nk,ng,u,a,i,True,False,True,False,True,False,0.0,i,ng,a,ng,1515.0,1.0,1523.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
vand,vand,finden,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7188,ENHG:F069:t7188,2689,0.8654104858528396,44,0.0141606773438173,ENHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
traiͤb,traiͤb,treiben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7201,ENHG:F069:t7201,507,0.1631696230298957,1,0.0003218335759958,ENHG,12,Upper German,2,PastSg,ai,b,b,p,b,i,ei,i,True,False,False,False,True,False,0.0,ei,b,ie,b,1542.0,1.0,1515.0,3.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
half,half,helfen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7208,ENHG:F069:t7208,970,0.3121785687159741,22,0.0070803386719086,ENHG,2,Upper German,2,PastSg,a,lf,lf,lf,lf,u,a,e,True,False,True,False,True,False,0.0,e,lf,a,lf,1534.0,3.0,1490.0,1.0,nhg,nhg,0,,,,a ~ e,a ~ u,,
warffer,warff,abwerfen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7322,ENHG:F069:t7322,8,0.0025746686079667,99,0.0318615240235891,ENHG,16,Upper German,2,PastSg,a,rf,rf,rf,rf,u,a,e,True,False,True,False,True,False,0.0,e,rf,a,rf,1523.0,1.0,1490.0,1.0,nhg,nhg,0,,,,a ~ e,a ~ u,,
wand,wand,finden,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7327,ENHG:F069:t7327,2689,0.8654104858528396,99,0.0318615240235891,ENHG,39,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
ſchluͦg,ſchluͦg,anschlagen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7368,ENHG:F069:t7368,20,0.0064366715199169,39,0.0125515094638381,ENHG,7,Upper German,2,PastSg,u,g,g,c,h,uo,uo,a,True,True,True,True,False,False,1.0,a,g,u,g,1542.0,3.0,1490.0,9.0,nhg,nhg,0,,,,uo ~ a,,c ~ h,
ſchre,ſchre,schreien,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7403,ENHG:F069:t7403,147,0.0473095356713899,13,0.004183836487946,ENHG,180,Upper German,2,PastSg,e,,g,,,i,ei,ie,True,False,True,False,True,False,0.0,eie,,ie,,1542.0,1.0,1542.0,2.0,nhg,nhg,,,,,ei ~ ie,ei ~ i,,
gewan,gewan,gewinnen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7573,ENHG:F069:t7573,665,0.21401932803724,191,0.0614702130152072,ENHG,121,Upper German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1523.0,1.0,1492.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
cham,cham,kommen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7631,ENHG:F069:t7631,7651,2.4623486899442453,155,0.0498842042793566,ENHG,3,Upper German,2,PastSg,a,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
ſprachen,ſprachen,sprechen,St,3.Pl.Prät.Ind,1415.0,ENHG:F069,t7720,ENHG:F069:t7720,8120,2.613288637086299,195,0.0627575473191906,ENHG,27,Upper German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
huͦb,huͦb,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7770,ENHG:F069:t7770,215,0.0691942188391076,79,0.0254248525036721,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
cham,cham,kommen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7902,ENHG:F069:t7902,7651,2.4623486899442453,155,0.0498842042793566,ENHG,3,Upper German,2,PastSg,a,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
vernam,vernam,vernehmen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7935,ENHG:F069:t7935,438,0.1409631062861821,109,0.0350798597835476,ENHG,49,Upper German,2,PastSg,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,e,hm,a,hm,1542.0,1.0,1523.0,7.0,nhg,nhg,0,,,,a ~ e,,,
ſprach,ſprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7947,ENHG:F069:t7947,8120,2.613288637086299,2851,0.9175475251641672,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſchluͦg,ſchluͦg,schlagen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7954,ENHG:F069:t7954,818,0.263259865164605,39,0.0125515094638381,ENHG,7,Upper German,2,PastSg,u,g,g,c,h,uo,uo,a,True,True,True,True,False,False,1.0,a,g,u,g,1542.0,3.0,1490.0,9.0,nhg,nhg,0,,,,uo ~ a,,c ~ h,
huͦb,huͦb,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7962,ENHG:F069:t7962,215,0.0691942188391076,79,0.0254248525036721,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſtach,ſtach,stechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t7999,ENHG:F069:t7999,165,0.0531025400393151,76,0.0244593517756845,ENHG,33,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1523.0,2.0,1488.0,1.0,nhg,nhg,0,,,,a ~ e,,,
ſtich,ſtich,steigen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8019,ENHG:F069:t8019,167,0.0537462071913068,58,0.0186663474077592,ENHG,199,Upper German,2,PastSg,i,χ,g,c,g,i,ei,i,True,False,False,False,True,False,0.0,ei,g,ie,g,1510.0,1.0,1542.0,5.0,nhg,nhg,,1,,,ei ~ i,ei ~ i,,
ſchre,ſchre,schreien,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8048,ENHG:F069:t8048,147,0.0473095356713899,13,0.004183836487946,ENHG,180,Upper German,2,PastSg,e,,g,,,i,ei,ie,True,False,True,False,True,False,0.0,eie,,ie,,1542.0,1.0,1542.0,2.0,nhg,nhg,,,,,ei ~ ie,ei ~ i,,
chamen,chamen,kommen,St,3.Pl.Prät.Konj,1415.0,ENHG:F069,t8148,ENHG:F069:t8148,7651,2.4623486899442453,13,0.004183836487946,ENHG,3,Upper German,3,PastPl,a,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
gab,gab,geben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8196,ENHG:F069:t8196,6017,1.9364726267670271,1213,0.3903841276829656,ENHG,21,Upper German,2,PastSg,a,b,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1542.0,8.0,1523.0,9.0,nhg,nhg,0,,,,a ~ e,,,
ſas,ſas,sitzen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8281,ENHG:F069:t8281,1044,0.335994253339667,55,0.0177008466797717,ENHG,59,Upper German,2,PastSg,a,s,z,z,ʦ,a,a,i,True,False,True,False,False,False,0.0,i,ʦ,a,s,1542.0,1.0,1534.0,1.0,nhg,nhg,0,,,,a ~ i,,,
cham,cham,kommen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8368,ENHG:F069:t8368,7651,2.4623486899442453,155,0.0498842042793566,ENHG,3,Upper German,2,PastSg,a,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
zoh,zoh,ziehen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8454,ENHG:F069:t8454,1321,0.4251421538905173,3,0.0009655007279875,ENHG,17,Upper German,2,PastSg,o,h,g,χ,h,u,o,ie,True,False,True,True,True,True,1.0,ie,h,o,g,1523.0,3.0,1534.0,2.0,nhg,nhg,0,,,0,o ~ ie,o ~ u,,χ ~ g
gab,gab,geben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8491,ENHG:F069:t8491,6017,1.9364726267670271,1213,0.3903841276829656,ENHG,21,Upper German,2,PastSg,a,b,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1542.0,8.0,1523.0,9.0,nhg,nhg,0,,,,a ~ e,,,
ſchre,ſchre,schreien,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8522,ENHG:F069:t8522,147,0.0473095356713899,13,0.004183836487946,ENHG,180,Upper German,2,PastSg,e,,g,,,i,ei,ie,True,False,True,False,True,False,0.0,eie,,ie,,1542.0,1.0,1542.0,2.0,nhg,nhg,,,,,ei ~ ie,ei ~ i,,
vie,vie,fangen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8549,ENHG:F069:t8549,531,0.1708936288537961,12,0.0038620029119501,ENHG,19,Upper German,2,PastSg,ie,,ng,nk,h,ie,ie,a,True,True,True,True,False,False,1.0,a,ng,i,ng,1488.0,1.0,1523.0,1.0,nhg,nhg,0,,,,ie ~ a,,nk ~ h,
warfff,warfff,werfen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8551,ENHG:F069:t8551,441,0.1419286070141696,1,0.0003218335759958,ENHG,16,Upper German,2,PastSg,a,rf,rf,rf,rf,u,a,e,True,False,True,False,True,False,0.0,e,rf,a,rf,1523.0,1.0,1490.0,1.0,nhg,nhg,0,,,,a ~ e,a ~ u,,
gab,gab,geben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8588,ENHG:F069:t8588,6017,1.9364726267670271,1213,0.3903841276829656,ENHG,21,Upper German,2,PastSg,a,b,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1542.0,8.0,1523.0,9.0,nhg,nhg,0,,,,a ~ e,,,
Sprach,Sprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8623,ENHG:F069:t8623,8120,2.613288637086299,95,0.0305741897196057,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
Sprach,Sprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8644,ENHG:F069:t8644,8120,2.613288637086299,95,0.0305741897196057,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſas,ſas,sitzen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8707,ENHG:F069:t8707,1044,0.335994253339667,55,0.0177008466797717,ENHG,59,Upper German,2,PastSg,a,s,z,z,ʦ,a,a,i,True,False,True,False,False,False,0.0,i,ʦ,a,s,1542.0,1.0,1534.0,1.0,nhg,nhg,0,,,,a ~ i,,,
Huͦb,Huͦb,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8725,ENHG:F069:t8725,215,0.0691942188391076,3,0.0009655007279875,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
ſprach,ſprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8750,ENHG:F069:t8750,8120,2.613288637086299,2851,0.9175475251641672,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſchluͦg,ſchluͦg,schlagen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8774,ENHG:F069:t8774,818,0.263259865164605,39,0.0125515094638381,ENHG,7,Upper German,2,PastSg,u,g,g,c,h,uo,uo,a,True,True,True,True,False,False,1.0,a,g,u,g,1542.0,3.0,1490.0,9.0,nhg,nhg,0,,,,uo ~ a,,c ~ h,
vergaſſ,vergaſſ,vergessen,St,3.Sg.Prät.Konj,1415.0,ENHG:F069,t8967,ENHG:F069:t8967,260,0.0836767297589209,3,0.0009655007279875,ENHG,214,Upper German,3,PastPl,a,s,z,z,z,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1523.0,1.0,1486.0,1.0,nhg,nhg,0,,,,a ~ e,,,
huͦb,huͦb,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t8999,ENHG:F069:t8999,215,0.0691942188391076,79,0.0254248525036721,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
vergaſſen,vergaſſen,vergessen,St,3.Pl.Prät.Ind,1415.0,ENHG:F069,t9020,ENHG:F069:t9020,260,0.0836767297589209,3,0.0009655007279875,ENHG,214,Upper German,3,PastPl,a,s,z,z,z,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1523.0,1.0,1486.0,1.0,nhg,nhg,0,,,,a ~ e,,,
aſſen,aſſen,essen,St,1.Pl.Prät.Ind,1415.0,ENHG:F069,t9025,ENHG:F069:t9025,1272,0.4093723086667207,28,0.0090113401278837,ENHG,103,Upper German,3,PastPl,a,s,z,z,z,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1523.0,1.0,1515.0,1.0,nhg,nhg,0,,,,a ~ e,,,
chamen,chamen,kommen,St,3.Pl.Prät.Konj,1415.0,ENHG:F069,t9058,ENHG:F069:t9058,7651,2.4623486899442453,13,0.004183836487946,ENHG,3,Upper German,3,PastPl,a,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
Cham,Cham,kommen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t9154,ENHG:F069:t9154,7651,2.4623486899442453,6,0.001931001455975,ENHG,3,Upper German,2,PastSg,a,m,m,m,m,o,o,o,False,False,False,False,False,False,0.0,o,m,a,m,1542.0,3.0,1542.0,1.0,nhg,nhg,,,,,,,,
lag,lag,liegen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t9161,ENHG:F069:t9161,2283,0.7347460539985247,312,0.100412075710705,ENHG,25,Upper German,2,PastSg,a,g,g,c,g,a,a,i,True,False,True,False,False,False,0.0,ie,g,a,g,1542.0,21.0,1542.0,2.0,nhg,nhg,0,,,,a ~ i,,,
Sprach,Sprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t9191,ENHG:F069:t9191,8120,2.613288637086299,95,0.0305741897196057,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
gab,gab,geben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10015,ENHG:F069:t10015,6017,1.9364726267670271,1213,0.3903841276829656,ENHG,21,Upper German,2,PastSg,a,b,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1542.0,8.0,1523.0,9.0,nhg,nhg,0,,,,a ~ e,,,
ſchuͦff,ſchuͦff,schaffen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10084,ENHG:F069:t10084,535,0.1721809631577795,9,0.0028965021839626,ENHG,6,Upper German,2,PastSg,u,f,,,,,,,,,,,,,,a,f,u,f,1542.0,1.0,1490.0,2.0,nhg,nhg,,,,,,,,
ſprach,ſprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10268,ENHG:F069:t10268,8120,2.613288637086299,2851,0.9175475251641672,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
fund,fund,finden,St,3.Sg.Prät.Konj,1415.0,ENHG:F069,t10326,ENHG:F069:t10326,2689,0.8654104858528396,23,0.0074021722479045,ENHG,39,Upper German,3,PastPl,u,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
nam,nam,nehmen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10350,ENHG:F069:t10350,3364,1.0826481496500382,1080,0.3475802620755176,ENHG,49,Upper German,2,PastSg,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,e,hm,a,hm,1542.0,1.0,1523.0,7.0,nhg,nhg,0,,,,a ~ e,,,
ſchlieff,ſchlieff,schlafen,St,1.Sg.Prät.Ind,1415.0,ENHG:F069,t10397,ENHG:F069:t10397,226,0.072734388175062,7,0.0022528350319709,ENHG,55,Upper German,2,PastSg,ie,f,f,f,f,ie,ie,a,True,False,True,False,False,False,0.0,a,f,ie,f,1515.0,4.0,1515.0,1.0,nhg,nhg,0,,,,ie ~ a,,,
Sprach,Sprach,sprechen,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10464,ENHG:F069:t10464,8120,2.613288637086299,95,0.0305741897196057,ENHG,27,Upper German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1542.0,1.0,1523.0,5.0,nhg,nhg,0,,,,a ~ e,,,
ſchraiͤb,ſchraiͤb,schreiben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10474,ENHG:F069:t10474,1069,0.3440400927395632,1,0.0003218335759958,ENHG,26,Upper German,2,PastSg,ai,b,b,p,b,i,ei,i,True,False,False,False,True,False,0.0,ei,b,ie,b,1542.0,3.0,1490.0,1.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
fund,fund,finden,St,3.Sg.Prät.Konj,1415.0,ENHG:F069,t10577,ENHG:F069:t10577,2689,0.8654104858528396,23,0.0074021722479045,ENHG,39,Upper German,3,PastPl,u,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1542.0,3.0,1542.0,7.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
hub,hub,heben,St,3.Sg.Prät.Ind,1415.0,ENHG:F069,t10673,ENHG:F069:t10673,215,0.0691942188391076,79,0.0254248525036721,ENHG,91,Upper German,2,PastSg,u,b,b,p,b,uo,uo,e,True,False,True,False,False,False,0.0,e,b,o,b,1542.0,1.0,1523.0,1.0,nhg,nhg,0,,,,uo ~ e,,,
