form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation,modern_lemma_count
irſtarb,erstarp,er-stërben,|[i]=e|[r]=r|=-|[s]=s|[t]=t|[a]=a|r=r|b=b|,1193.0,M132G,342,0.1325953484621266,14,0.0054278797616075,MHG,10,Upper German,2,stërben,erstarp,sterben,starp,sterb,yes,no,381096
gab,gap,gëben,*|[gab]=[gab]|,1193.0,M132G,6812,2.6410512097193166,698,0.2706185766858607,MHG,21,Upper German,2,gëben,gap,geben,gap,be,yes,yes,3796581
ſtat,stât,stân,|s=s|t=t|a=â|t=t|,1193.0,M132G,2872,1.113490762524057,496,0.1923020258398093,MHG,9,Upper German,1,stân,stât,stêt,sta,ste,yes,no,1656734
izzit,izzet,ëzzen,|[i]=i|[zz]=zz|[i]=e|t=t|,1193.0,M132G,643,0.2492947633366883,9,0.0034893512753191,MHG,102,Upper German,1,ëzzen,izet,ezen,iz,ez,yes,no,85741
volleſtandin,vollestanten,voll-stân,|v=v|o=o|ll=ll|e=e|=-|s=s|t=t|a=a|n=n|d=t|i=e|n=n|,1193.0,M132G,29,0.0112434652204727,1,0.0003877056972576,MHG,9,Upper German,4,stân,volestanten,stêt,volesta,ste,yes,yes,1656734
begrabin,begraben,be-graben,|b=b|e=e|=-|g=g|r=r|a=a|b=b|i=e|n=n|,1193.0,M132G,267,0.1035174211678005,21,0.0081418196424112,MHG,41,Upper German,4,graben,begraben,begraben,grab,grab,no,no,34724
irſlvg,ersluoc,er-slahen,|i=e|r=r|=-|s=s|l=l|v=uo|g=g|,1193.0,M132G,708,0.2744956336584375,1,0.0003877056972576,MHG,7,Upper German,2,slahen,ersluoc,slahen,sluoc,slah,yes,yes,198277
irſlagin,erslagen,er-slahen,|i=e|r=r|=-|s=s|l=l|a=a|g=g|i=e|n=n|,1193.0,M132G,708,0.2744956336584375,14,0.0054278797616075,MHG,7,Upper German,4,slahen,erslagen,slahen,slag,slah,no,yes,198277
began,began,be-ginnen,|b=b|e=e|=-|g=g|a=a|n=n|,1193.0,M132G,1927,0.7471088786155495,303,0.117474826269077,MHG,40,Upper German,2,ginnen,began,beginet,ga,gin,yes,no,823183
vant,vant,vinden,*|[vant]=[vand]|,1193.0,M132G,1993,0.7726974546345564,350,0.135696994040188,MHG,38,Upper German,2,vinden,vant,vindet,van,vind,yes,no,2586288
begondin,begonden,be-ginnen,|[b]=b|[e]=e|=-|[g]=g|[o]=o|[n]=n|d=d|i=e|n=n|,1193.0,M132G,1927,0.7471088786155495,6,0.002326234183546,MHG,40,Upper German,3,ginnen,begonden,beginet,go,gin,yes,no,823183
lazin,lâzen,lâzen,|l=l|a=â|z=z|i=e|n=n|,1193.0,M132G,3725,1.4442037222848585,37,0.0143451107985341,MHG,4,Upper German,1,lâzen,lâzen,lâzen,laz,laz,no,no,1408679
gent,gênt,gân,|g=g|[e]=ê|[n]=n|t=t|,1193.0,M132G,3931,1.5240710959199404,109,0.0422599210010871,MHG,1,Upper German,1,gân,gênt,gên,gen,ge,no,no,1624058
rinnint,rinnent,rinnen,|r=r|i=i|nn=nn|i=e|n=n|t=t|,1193.0,M132G,107,0.0414845096065717,3,0.001163117091773,MHG,166,Upper German,1,rinnen,rinent,zerinet,rin,in,no,no,2717
kvment,kument,komen,|k=k|v=u|m=m|e=e|n=n|t=t|,1193.0,M132G,8461,3.280377904497231,7,0.0027139398808037,MHG,3,Upper German,1,komen,kument,kumet,kum,kum,no,no,2282150
genimit,genimet,ge-nëmen,|g=g|e=e|=-|n=n|i=i|m=m|i=e|t=t|,1193.0,M132G,161,0.0624206172584864,2,0.0007754113945153,MHG,47,Upper German,1,nëmen,genimet,nemen,nim,nem,yes,no,1089016
brichet,brichet,brëchen,|b=b|r=r|i=i|ch=ch|e=e|t=t|,1193.0,M132G,668,0.2589874057681303,103,0.039933686817541,MHG,29,Upper German,1,brëchen,brichet,brechen,briχ,breχ,yes,no,93407
rinnin,rinnen,rinnen,|r=r|i=i|nn=nn|i=e|n=n|,1193.0,M132G,107,0.0414845096065717,2,0.0007754113945153,MHG,166,Upper German,1,rinnen,rinen,zerinet,rin,in,no,no,2717
gat,gât,gân,|g=g|a=â|t=t|,1193.0,M132G,3931,1.5240710959199404,278,0.107782183837635,MHG,1,Upper German,1,gân,gât,gên,ga,ge,yes,no,1624058
hebit,hebet,hèben,|h=h|e=è|b=b|i=e|t=t|,1193.0,M132G,657,0.2547226430982958,25,0.009692642431442,MHG,90,Upper German,1,hèben,hebet,hebet,heb,heb,no,no,74485
ſpringit,springet,springen,|s=s|p=p|r=r|i=i|n=n|g=g|i=e|t=t|,1193.0,M132G,205,0.0794796679378244,10,0.0038770569725768,MHG,88,Upper German,1,springen,springet,springen,spring,spring,no,no,41024
rvnnin,runnen,rinnen,|r=r|v=u|nn=nn|i=e|n=n|,1193.0,M132G,107,0.0414845096065717,1,0.0003877056972576,MHG,166,Upper German,3,rinnen,runen,zerinet,run,in,yes,no,2717
brechint,brechent,brëchen,|b=b|r=r|e=ë|ch=ch|i=e|n=n|t=t|,1193.0,M132G,668,0.2589874057681303,3,0.001163117091773,MHG,29,Upper German,1,brëchen,brechent,brechen,breχ,breχ,no,no,93407
ſpringint,springent,springen,|s=s|p=p|r=r|i=i|n=n|g=g|i=e|n=n|t=t|,1193.0,M132G,205,0.0794796679378244,2,0.0007754113945153,MHG,88,Upper German,1,springen,springent,springen,spring,spring,no,no,41024
vellit,vellet,vallen,|v=v|e=è|ll=ll|i=e|t=t|,1193.0,M132G,860,0.3334268996416049,14,0.0054278797616075,MHG,31,Upper German,1,vallen,velet,gevelet,vel,vel,no,no,255517
gewinnit,gewinnet,ge-winnen,|g=g|e=e|=-|w=w|i=i|nn=nn|[i]=e|t=t|,1193.0,M132G,1883,0.7300498279362115,7,0.0027139398808037,MHG,120,Upper German,1,winnen,gewinet,gewinen,win,win,no,no,632324
ſtent,stênt,stân,|s=s|t=t|e=ê|n=n|t=t|,1193.0,M132G,2872,1.113490762524057,75,0.029077927294326,MHG,9,Upper German,1,stân,stênt,stêt,sten,ste,no,no,1656734
gegebin,gegeben,gëben/ûfe>+,*|[gegebin]=[ge-gëben]|,1193.0,M132G,1,0.0003877056972576,100,0.038770569725768,MHG,21,Upper German,4,gëben,gegeben,geben,geb,be,no,yes,3796581
gevahin,gevâhen,ge-vâhen,*|[gevahin]=[ge-vâhen]|,1193.0,M132G,141,0.0546665033133328,2,0.0007754113945153,MHG,19,Upper German,1,vâhen,gevâhen,entvâhen,vah,vah,no,no,75600
vehtint,vehtent,vëhten,*|[vehtint]=[vëhtent]|,1193.0,M132G,340,0.1318199370676112,1,0.0003877056972576,MHG,20,Upper German,1,vëhten,vehtent,vehten,veht,veht,no,no,3324
vindet,vindet,vinden,|v=v|i=i|n=n|d=d|e=e|t=t|,1193.0,M132G,1993,0.7726974546345564,73,0.0283025158998106,MHG,38,Upper German,1,vinden,vindet,vindet,vind,vind,no,no,2586288
ſchinent,schînent,schînen,*|[schinent]=[schînent]|,1193.0,M132G,434,0.1682642726098331,12,0.0046524683670921,MHG,95,Upper German,1,schînen,schînent,schînet,ʃin,ʃin,no,no,527073
ſtet,stêt,stân,|s=s|t=t|e=ê|t=t|,1193.0,M132G,2872,1.113490762524057,357,0.1384109339209917,MHG,9,Upper German,1,stân,stêt,stêt,ste,ste,no,no,1656734
gewinnin,gewinnen,ge-winnen,|g=g|e=e|=-|w=w|i=i|nn=nn|i=e|n=n|,1193.0,M132G,1883,0.7300498279362115,14,0.0054278797616075,MHG,120,Upper German,1,winnen,gewinen,gewinen,win,win,no,no,632324
gewinnent,gewinnent,ge-winnen,|[g]=g|[e]=e|=-|[w]=w|[i]=i|[nn]=nn|e=e|n=n|t=t|,1193.0,M132G,1883,0.7300498279362115,18,0.0069787025506382,MHG,120,Upper German,1,winnen,gewinent,gewinen,win,win,no,no,632324
braht,brâht,bringen,|b=b|r=r|a=â|[h]=h|[t]=t|,1193.0,M132G,2041,0.791307328102925,293,0.1135977692965002,MHG,73,Upper German,4,bringen,brâht,bringen,brah,bring,yes,yes,710785
virtribit,vertrîbet,ver-trîben,*|[virtribit]=[ver-trîbet]|,1193.0,M132G,286,0.1108838294156965,1,0.0003877056972576,MHG,12,Upper German,1,trîben,vertrîbet,trîben,trib,trib,no,no,64758
bichvmet,bekomet,be-komen,|b=b|i=e|=-|ch=k|v=o|m=m|e=e|t=t|,1193.0,M132G,138,0.0535033862215598,1,0.0003877056972576,MHG,3,Upper German,1,komen,bekomet,kumet,kom,kum,yes,no,2282150
virlant,verlânt,ver-lâzen,*|[virlant]=[ver-lânt]|,1193.0,M132G,338,0.1310445256730958,1,0.0003877056972576,MHG,4,Upper German,1,lâzen,verlânt,lâzen,lan,laz,no,yes,1408679
ezzint,ezzent,ëzzen,*|[ezzint]=[ëzzent]|,1193.0,M132G,643,0.2492947633366883,2,0.0007754113945153,MHG,102,Upper German,1,ëzzen,ezent,ezen,ez,ez,no,no,85741
getrinkin,getrinken,ge-trinken,*|[getrinkin]=[ge-trinken]|,1193.0,M132G,48,0.0186098734683686,2,0.0007754113945153,MHG,97,Upper German,1,trinken,getrinken,trinken,trink,trink,no,no,27995
virneme,verneme,ver-nëmen,*|[virneme]=[ver-nëme]|,1193.0,M132G,1523,0.5904757769234468,3,0.001163117091773,MHG,47,Upper German,1,nëmen,verneme,nemen,nem,nem,no,no,1089016
virborgin,verborgen,ver-bërgen,|v=v|i=e|r=r|=-|b=b|o=o|r=r|g=g|i=e|n=n|,1193.0,M132G,172,0.0666853799283209,2,0.0007754113945153,MHG,49,Upper German,4,bërgen,verborgen,verbergen,borg,berg,yes,no,29407
ſihet,sihet,sëhen,|s=s|i=i|h=h|e=e|t=t|,1193.0,M132G,4169,1.6163450518672682,79,0.0306287500833567,MHG,22,Upper German,1,sëhen,sihet,sehen,sih,seh,yes,no,2454558
virlorin,verloren,ver-lièsen,|v=v|i=e|r=r|=-|l=l|o=o|[r]=r|[i]=e|[n]=n|,1193.0,M132G,1149,0.4454738461490743,3,0.001163117091773,MHG,214,Upper German,4,lièsen,verloren,verliesen,lor,lies,yes,yes,352961
phligit,pfliget,pflëgen,|ph=pf|l=l|i=i|g=g|i=e|t=t|,1193.0,M132G,812,0.3148170261732362,4,0.0015508227890307,MHG,155,Upper German,1,pflëgen,pfliget,pflegen,flig,fleg,yes,no,59263
geneſin,genesen,ge-nësen,|g=g|e=e|=-|n=n|e=ë|s=s|i=e|n=n|,1193.0,M132G,578,0.224093893014939,18,0.0069787025506382,MHG,117,Upper German,1,nësen,genesen,genesen,nes,nes,no,no,4600
gizzit,geizzet,ge-ëzzen,|g=g|=e|=-|i=i|zz=zz|i=e|t=t|,1193.0,M132G,78,0.030241044386099,1,0.0003877056972576,MHG,102,Upper German,1,ëzzen,geizet,ezen,iz,ez,yes,no,85741
getrinkit,getrinket,ge-trinken,|g=g|e=e|=-|t=t|r=r|i=i|n=n|k=k|i=e|t=t|,1193.0,M132G,48,0.0186098734683686,2,0.0007754113945153,MHG,97,Upper German,1,trinken,getrinket,trinken,trink,trink,no,no,27995
fvndin,vunden,vinden,|f=v|v=u|n=n|d=d|i=e|n=n|,1193.0,M132G,1993,0.7726974546345564,2,0.0007754113945153,MHG,38,Upper German,4,vinden,vunden,vindet,vu,vind,yes,yes,2586288
beſanc,besanc,be-sinken,|b=b|e=e|=-|s=s|a=a|n=n|c=k|,1193.0,M132G,1,0.0003877056972576,2,0.0007754113945153,MHG,193,Upper German,2,sinken,besanc,versinken,sanc,sink,yes,yes,53226
grvb,gruop,graben,|g=g|r=r|v=uo|b=b|,1193.0,M132G,60,0.0232623418354608,2,0.0007754113945153,MHG,41,Upper German,2,graben,gruop,begraben,gruop,grab,yes,no,34724
irgrabin,ergraben,er-graben,*|[irgrabin]=[er-graben]|,1193.0,M132G,28,0.010855759523215,3,0.001163117091773,MHG,41,Upper German,4,graben,ergraben,begraben,grab,grab,no,no,34724
ſchein,schein,schînen,|sch=sch|ei=èi|n=n|,1193.0,M132G,434,0.1682642726098331,60,0.0232623418354608,MHG,95,Upper German,2,schînen,schein,schînet,ʃei,ʃin,yes,no,527073
dvͦt,tuot,tuon,|d=t|v\o=uo|t=t|,1193.0,M132G,8576,3.3249640596818644,10,0.0038770569725768,MHG,14,Upper German,1,tuon,tuot,tuon,tuo,tuo,no,no,816544
ſchinet,schînet,schînen/nider(e)>+,|sch=sch|i=î|n=n|e=e|t=t|,1193.0,M132G,1,0.0003877056972576,34,0.0131819937067611,MHG,95,Upper German,1,schînen,schînet,schînet,ʃin,ʃin,no,no,527073
zirgat,zergât,zer-gân,|z=z|i=e|r=r|=-|g=g|a=â|t=t|,1193.0,M132G,205,0.0794796679378244,5,0.0019385284862884,MHG,1,Upper German,1,gân,zergât,gên,ga,ge,yes,no,1624058
ſwīmet,swimmet,swimmen,|s=s|w=w|i=i|\-m=mm|e=e|t=t|,1193.0,M132G,18,0.0069787025506382,1,0.0003877056972576,MHG,183,Upper German,1,swimmen,swimet,swimet,swim,swim,no,no,12539
waſchit,weschet,waschen,|w=w|a=è|sch=sch|i=e|t=t|,1193.0,M132G,123,0.0476878007626946,1,0.0003877056972576,MHG,218,Upper German,1,waschen,weschet,waschen,weʃ,waʃ,yes,no,8207
trinkit,trinket,trinken,|t=t|r=r|i=i|n=n|k=k|i=e|t=t|,1193.0,M132G,332,0.1287182914895497,5,0.0019385284862884,MHG,97,Upper German,1,trinken,trinket,trinken,trink,trink,no,no,27995
nimet,nimet,nëmen/abe>+,|n=n|i=i|m=m|e=e|t=t|,1193.0,M132G,52,0.0201606962573993,76,0.0294656329915836,MHG,47,Upper German,1,nëmen,nimet,nemen,nim,nem,yes,no,1089016
vihtet,vihtet,vëhten,|v=v|i=i|h=h|t=t|e=e|t=t|,1193.0,M132G,340,0.1318199370676112,5,0.0019385284862884,MHG,20,Upper German,1,vëhten,vihtet,vehten,viht,veht,yes,no,3324
tribit,trîbet,trîben,|t=t|r=r|i=î|b=b|i=e|t=t|,1193.0,M132G,327,0.1267797630032613,2,0.0007754113945153,MHG,12,Upper German,1,trîben,trîbet,trîben,trib,trib,no,no,64758
irgat,ergât,er-gân,|i=e|r=r|=-|g=g|a=â|t=t|,1193.0,M132G,594,0.2302971841710619,7,0.0027139398808037,MHG,1,Upper German,1,gân,ergât,gên,ga,ge,yes,no,1624058
tringet,dringet,dringen,|t=d|r=r|i=i|n=n|g=g|e=e|t=t|,1193.0,M132G,155,0.0600943830749404,2,0.0007754113945153,MHG,30,Upper German,1,dringen,dringet,dringen,dring,dring,no,no,19539
rvchit,riuchet,rièchen,|r=r|v=iu|ch=ch|i=e|t=t|,1193.0,M132G,15,0.0058155854588652,1,0.0003877056972576,MHG,165,Upper German,1,rièchen,riuchet,riechent,riuχ,rieχ,yes,no,10500
ſlehit,slehet,slahen,|s=s|l=l|e=è|h=h|i=e|t=t|,1193.0,M132G,1246,0.4830812987830694,13,0.0050401740643498,MHG,7,Upper German,1,slahen,slehet,slahen,sleh,slah,yes,no,198277
bellint,bellent,bëllen,|b=b|e=ë|ll=ll|i=e|n=n|t=t|,1193.0,M132G,11,0.0042647626698344,2,0.0007754113945153,MHG,46,Upper German,1,bëllen,belent,belen,len,le,no,no,13512
chome,kome,komen,|ch=k|o=o|m=m|e=e|,1193.0,M132G,8461,3.280377904497231,160,0.0620329115612288,MHG,3,Upper German,1,komen,kome,kumet,kom,kum,yes,no,2282150
valle,valle,vallen,|v=v|a=a|ll=ll|e=e|,1193.0,M132G,860,0.3334268996416049,19,0.0073664082478959,MHG,31,Upper German,1,vallen,vale,gevelet,val,vel,yes,no,255517
bellin,bellen,bëllen,|b=b|e=ë|ll=ll|i=e|n=n|,1193.0,M132G,11,0.0042647626698344,1,0.0003877056972576,MHG,46,Upper German,1,bëllen,belen,belen,le,le,no,no,13512
chvme,kume,komen,|ch=k|v=u|m=m|e=e|,1193.0,M132G,8461,3.280377904497231,1,0.0003877056972576,MHG,3,Upper German,1,komen,kume,kumet,kum,kum,no,no,2282150
liefin,liefen,loufen,|l=l|ie=iè|f=f|i=e|n=n|,1193.0,M132G,353,0.136860111131961,7,0.0027139398808037,MHG,5,Upper German,3,loufen,liefen,löufet,lief,löuf,yes,no,251388
liefi,liefe,loufen,|l=l|ie=iè|f=f|i=e|,1193.0,M132G,353,0.136860111131961,1,0.0003877056972576,MHG,5,Upper German,3,loufen,liefe,löufet,lief,löuf,yes,no,251388
loͮfint,loufen,loufen,*|[lo\vfint]=[loufen]|,1193.0,M132G,353,0.136860111131961,2,0.0007754113945153,MHG,5,Upper German,1,loufen,loufen,löufet,louf,löuf,yes,no,251388
ge,gê,gân,|g=g|e=ê|,1193.0,M132G,3931,1.5240710959199404,162,0.0628083229557441,MHG,1,Upper German,1,gân,gê,gên,ge,ge,no,no,1624058
plege,pflege,pflëgen,|p=pf|l=l|e=ë|g=g|e=e|,1193.0,M132G,812,0.3148170261732362,13,0.0050401740643498,MHG,155,Upper German,1,pflëgen,pflege,pflegen,fleg,fleg,no,no,59263
vert,vert,var(e)n,|v=v|e=è|r=r|=e|t=t|,1193.0,M132G,2188,0.848300065599804,94,0.0364443355422219,MHG,89,Upper German,1,varen,vert,varn,ver,var,yes,no,228317
va⸗het,vâhet,vâhen,|v=v|a=â|h=h|e=e|t=t|,1193.0,M132G,847,0.328386725577255,1,0.0003877056972576,MHG,19,Upper German,1,vâhen,vâhet,entvâhen,vah,vah,no,no,75600
ſwigit,swîget,swîgen,|[s]=s|[w]=w|[i]=î|[g]=g|[i]=e|t=t|,1193.0,M132G,178,0.069011614111867,2,0.0007754113945153,MHG,182,Upper German,1,swîgen,swîget,swîgen,swig,swig,no,no,22514
gevie,gevieng,ge-vâhen,|[g]=g|[e]=e|=-|v=v|ie=iè|=n|=g|,1193.0,M132G,141,0.0546665033133328,14,0.0054278797616075,MHG,19,Upper German,2,vâhen,gevieng,entvâhen,vieng,vah,yes,yes,75600
irliſchet,erlischet,er-lëschen,|[i]=e|[r]=r|=-|[l]=l|[i]=i|sch=sch|[e]=e|[t]=t|,1193.0,M132G,37,0.0143451107985341,1,0.0003877056972576,MHG,94,Upper German,1,lëschen,erlischet,erlischet,liʃ,liʃ,no,no,16917
beginnit,beginnet,be-ginnen,|b=b|e=e|=-|g=g|[i]=i|[nn]=nn|[i]=e|[t]=t|,1193.0,M132G,1927,0.7471088786155495,23,0.0089172310369266,MHG,40,Upper German,1,ginnen,beginet,beginet,gin,gin,no,no,823183
dvrloͮfit,durhlöufet,durh-loufen,|d=d|[v]=u|[r]=r|=h|=-|[l]=l|o\v=öu|f=f|i=e|t=t|,1193.0,M132G,3,0.001163117091773,1,0.0003877056972576,MHG,5,Upper German,1,loufen,durhlöufet,löufet,durhlöuf,löuf,yes,yes,251388
ſprihiſ,spriches,sprëchen,|s=s|p=p|r=r|i=i|h=ch|i=e|s=s|,1193.0,M132G,11533,4.471409806472824,1,0.0003877056972576,MHG,27,Upper German,1,sprëchen,spriches,sprechen,spriχ,spreχ,yes,no,559127
geſtent,gestênt,ge-stân,|g=g|e=e|=-|s=s|t=t|e=ê|n=n|t=t|,1193.0,M132G,243,0.0942124844336162,11,0.0042647626698344,MHG,9,Upper German,1,stân,gestênt,stêt,sten,ste,no,no,1656734
gienge,gienge,gân,|g=g|ie=iè|n=n|g=g|e=e|,1193.0,M132G,3931,1.5240710959199404,59,0.0228746361382031,MHG,1,Upper German,3,gân,gienge,gên,gieng,ge,yes,yes,1624058
irſchinet,erschînet,er-schînen,|i=e|r=r|=-|sch=sch|i=î|n=n|e=e|t=t|,1193.0,M132G,392,0.1519806333250105,3,0.001163117091773,MHG,95,Upper German,1,schînen,erschînet,schînet,ʃin,ʃin,no,no,527073
geviel,geviel,ge-vallen,|g=g|e=e|=-|v=v|ie=iè|l=l|,1193.0,M132G,439,0.1702028010961215,23,0.0089172310369266,MHG,31,Upper German,2,vallen,geviel,gevelet,viel,vel,yes,no,255517
gevallin,gevallen,vallen,*|[gevallin]=[ge-vallen]|,1193.0,M132G,860,0.3334268996416049,10,0.0038770569725768,MHG,31,Upper German,4,vallen,gevalen,gevelet,val,vel,yes,no,255517
virratin,verrâten,ver-râten,|[v]=v|[i]=e|r=r|=-|r=r|a=â|t=t|i=e|n=n|,1193.0,M132G,167,0.0647468514420325,2,0.0007754113945153,MHG,48,Upper German,1,râten,verâten,râten,at,rat,no,no,53392
begangin,begangen,be-gân,|b=b|e=e|=-|g=g|a=a|n=n|g=g|i=e|n=n|,1193.0,M132G,716,0.2775972792364989,5,0.0019385284862884,MHG,1,Upper German,4,gân,begangen,gên,gang,ge,yes,yes,1624058
ſloͮc,sluoc,slahen,|s=s|l=l|o\v=uo|c=g|,1193.0,M132G,1246,0.4830812987830694,2,0.0007754113945153,MHG,7,Upper German,2,slahen,sluoc,slahen,sluoc,slah,yes,yes,198277
beget,begêt,be-gân,|b=b|e=e|=-|g=g|e=ê|t=t|,1193.0,M132G,716,0.2775972792364989,43,0.0166713449820802,MHG,1,Upper German,1,gân,begêt,gên,ge,ge,no,no,1624058
gewunne,gewünne,ge-winnen,|g=g|e=e|=-|w=w|u=ü|nn=nn|e=e|,1193.0,M132G,1883,0.7300498279362115,39,0.0151205221930495,MHG,120,Upper German,3,winnen,gewüne,gewinen,wün,win,yes,no,632324
virſtvnde,verstüente,ver-stân,|v=v|i=e|r=r|=-|s=s|t=t|v=üè|n=n|d=t|e=e|,1193.0,M132G,456,0.1767937979495021,1,0.0003877056972576,MHG,9,Upper German,3,stân,verstüente,stêt,stü,ste,yes,no,1656734
virlat,verlât,ver-lâzen,|v=v|i=e|r=r|=-|l=l|a=â|t=t|,1193.0,M132G,338,0.1310445256730958,2,0.0007754113945153,MHG,4,Upper German,1,lâzen,verlât,lâzen,la,laz,no,no,1408679
virſtan,verstân,ver-stân,|v=v|i=e|r=r|=-|s=s|t=t|a=â|n=n|,1193.0,M132G,456,0.1767937979495021,5,0.0019385284862884,MHG,9,Upper German,1,stân,verstân,stêt,sta,ste,yes,no,1656734
wizzet,wîzet,wîzen,|w=w|i=î|zz=z|e=e|t=t|,1193.0,M132G,62,0.0240377532299761,77,0.0298533386888413,MHG,221,Upper German,1,wîzen,wîzet,verwîzen,wiz,wiz,no,no,1028366
lat,lât,lâzen,|l=l|a=â|t=t|,1193.0,M132G,3725,1.4442037222848585,273,0.1058436553513466,MHG,4,Upper German,1,lâzen,lât,lâzen,la,laz,no,no,1408679
virlvhen,verluhen,ver-lîhen,|v=v|i=e|r=r|=-|l=l|v=u|h=h|e=e|n=n|,1193.0,M132G,208,0.0806427850295974,1,0.0003877056972576,MHG,143,Upper German,4,lîhen,verluhen,lîhen,luh,lih,yes,no,61008
ſprichit,sprichet,sprëchen,|s=s|p=p|r=r|i=i|ch=ch|i=e|t=t|,1193.0,M132G,11533,4.471409806472824,222,0.0860706647912049,MHG,27,Upper German,1,sprëchen,sprichet,sprechen,spriχ,spreχ,yes,no,559127
phlegin,pflegen,pflëgen,|ph=pf|l=l|e=ë|g=g|i=e|n=n|,1193.0,M132G,812,0.3148170261732362,5,0.0019385284862884,MHG,155,Upper German,1,pflëgen,pflegen,pflegen,fleg,fleg,no,no,59263
bringet,bringet,bringen,|b=b|r=r|i=i|n=n|g=g|e=e|t=t|,1193.0,M132G,2041,0.791307328102925,100,0.038770569725768,MHG,73,Upper German,1,bringen,bringet,bringen,bring,bring,no,no,710785
bringin,bringen,bringen,|b=b|r=r|i=i|n=n|g=g|i=e|n=n|,1193.0,M132G,2041,0.791307328102925,20,0.0077541139451536,MHG,73,Upper German,1,bringen,bringen,bringen,bring,bring,no,no,710785
gie,gie,gân,|g=g|ie=iè|,1193.0,M132G,3931,1.5240710959199404,422,0.163611804242741,MHG,1,Upper German,2,gân,gie,gên,gi,ge,yes,no,1624058
gebe,gebe,gëben,|g=g|e=ë|b=b|e=e|,1193.0,M132G,6812,2.6410512097193166,314,0.1217395889389115,MHG,21,Upper German,1,gëben,gebe,geben,be,be,no,no,3796581
begie,begie,be-gân,|b=b|e=e|=-|g=g|ie=iè|,1193.0,M132G,716,0.2775972792364989,48,0.0186098734683686,MHG,1,Upper German,2,gân,begie,gên,gi,ge,yes,no,1624058
treit,treit,tragen,|t=t|r=r|ei=èi{ge}|t=t|,1193.0,M132G,1651,0.6401021061724298,123,0.0476878007626946,MHG,11,Upper German,1,tragen,treit,tragen,trei,trag,yes,no,518200
floch,vlôch,vlièhen,|f=v|l=l|o=ô|ch=h|,1193.0,M132G,464,0.1798954435275635,47,0.0182221677711109,MHG,83,Upper German,2,vlièhen,vlôch,vliehen,vloχ,vlieh,yes,yes,61334
ſten,stên,stân/ûfe>+,*|[sten]=[stên]|,1193.0,M132G,3,0.001163117091773,230,0.0891723103692664,MHG,9,Upper German,1,stân,stên,stêt,ste,ste,no,no,1656734
gevarin,gevaren,var(e)n,|g=g|e=e|=-|v=v|a=a|r=r|i=e|n=n|,1193.0,M132G,2188,0.848300065599804,4,0.0015508227890307,MHG,89,Upper German,4,varen,gevaren,varn,var,var,no,no,228317
nam,nam,nëmen,*|[nam]=[nam]|,1193.0,M132G,4030,1.5624539599484506,1167,0.4524525486997126,MHG,47,Upper German,2,nëmen,nam,nemen,nam,nem,yes,no,1089016
goz,gôz,gièzen,*|[goz]=[gôz]|,1193.0,M132G,158,0.0612575001667134,45,0.0174467563765956,MHG,123,Upper German,2,gièzen,gôz,giezen,goz,giez,yes,no,46989
virgoz,vergôz,ver-gièzen,*|[virgoz]=[ver-gôz]|,1193.0,M132G,21,0.0081418196424112,1,0.0003877056972576,MHG,123,Upper German,2,gièzen,vergôz,giezen,goz,giez,yes,no,46989
virgit,vergît,ver-gëben,*|[virgit]=[ver-gî{ibe}t]|,1193.0,M132G,325,0.126004351608746,2,0.0007754113945153,MHG,21,Upper German,1,gëben,vergît,geben,gi,be,yes,yes,3796581
uírladít,verladet,ver-laden,|u=v|i=e|r=r|=-|l=l|a=a|d=d|i=e|t=t|,1200.0,M135,6,0.002326234183546,1,0.0003877056972576,MHG,85,Central German,4,laden,verladet,laden,lad,lad,no,no,4136
bínumín,benomen,be-nëmen,|b=b|i=e|=-|n=n|u=o|m=m|i=e|n=n|,1200.0,M135,262,0.1015788926815121,2,0.0007754113945153,MHG,47,Central German,4,nëmen,benomen,nemen,nom,nem,yes,no,1089016
zegeít,zegeit,zer-gân,|z=z|e=e|=-|g=g|ei=èi|t=t|,1200.0,M135,205,0.0794796679378244,1,0.0003877056972576,MHG,1,Central German,1,gân,zegeit,gân,zegei,ga,yes,no,1624058
kumín,kumen,komen,|k=k|u=u|m=m|i=e|n=n|,1200.0,M135,8461,3.280377904497231,13,0.0050401740643498,MHG,3,Central German,4,komen,kumen,kumet,kum,kum,no,no,2282150
líden,lîden,lîden,|l=l|i=î|d=d|e=e|n=n|,1200.0,M135,769,0.298145681191156,16,0.0062032911561228,MHG,93,Central German,1,lîden,lîden,lîden,lid,lid,no,no,70497
tun,tuon,tuon,|t=t|u=uo|n=n|,1200.0,M135,8576,3.3249640596818644,186,0.0721132596899284,MHG,14,Central German,1,tuon,tuon,tuon,tuo,tuo,no,no,816544
w͛lorín,verloren,ver-lièsen,|w=v|'=er|=-|l=l|o=o|r=r|i=e|n=n|,1200.0,M135,1149,0.4454738461490743,1,0.0003877056972576,MHG,214,Central German,4,lièsen,verloren,verliesen,lor,lies,yes,yes,352961
dragín,tragen,tragen,|d=t|r=r|a=a|g=g|i=e|n=n|,1200.0,M135,1651,0.6401021061724298,6,0.002326234183546,MHG,11,Central German,1,tragen,tragen,tragen,trag,trag,no,no,518200
